,level_0,index,Facility,Sample Collection Date,Sample Field ID,Acronym,Result_val,RL,MDL,limit,Result_val_cen
46,50,50,Eresco (Erving),9/22/2020,FIELD DUPLICATE SAMPLE,PFHpA,0.25,0.45,0.065,0.065,0
47,59,59,Eresco (Erving),5/14/2021,PRIMARY SAMPLE,PFHpA,0.060097728060961,0.261,,0.261,1
48,60,60,Eresco (Erving),5/14/2021,DUPLICATE SAMPLE,PFHpA,0.060097728060961,0.268,,0.268,1
49,93,93,Ipswich Compost,3/22/2021,Primary,PFHpA,0.287,0.231,,0.231,0
50,91,91,Ipswich Compost,3/22/2021,Primary,PFHpA,0.287,0.231,,0.231,0
51,176,176,Weymouth Water Dpt,2/8/2021,North Field Duplicate,PFHpA,0.0641783919666803,1.58,0.29,0.29,1
52,103,103,Milorganite,5/28/2020,,PFHpA,0.0641783919666803,0.3,,0.3,1
53,172,172,"Waste Options Nantucket, LLC",1/27/2021,Duplicate,PFHpA,0.31,0.31,0.05,0.05,0
54,125,125,North Chelmsford Water District,3/10/2021,Primary,PFHpA,0.0641783919666803,2.2,0.31,0.31,1
55,134,134,Resource Management Inc RMF,10/6/2020,Primary,PFHpA,0.0661760139617586,2.2,0.32,0.32,1
56,174,174,"Waste Options Nantucket, LLC",5/13/2021,FC051321 DUP,PFHpA,0.32,0.26,0.037,0.037,0
57,30,30,"Bristol RI, WPCF",2/10/2021,,PFHpA,0.0681837732653372,2.0,0.34,0.34,1
58,171,171,"Waste Options Nantucket, LLC",1/27/2021,Primary,PFHpA,0.34,0.29,0.04,0.04,0
59,135,135,Resource Management Inc RMF,10/6/2020,Duplicate,PFHpA,0.0702023777469444,2.5,0.36,0.36,1
60,120,120,City of Newburyport WTP,5/5/2021,A52309,PFHpA,0.0702023777469444,0.361,,0.361,1
61,92,92,Ipswich Compost,3/22/2021,Duplicate,PFHpA,0.368,0.243,,0.243,0
62,94,94,Ipswich Compost,3/22/2021,Duplicate,PFHpA,0.368,0.243,,0.243,0
63,126,126,North Chelmsford Water District,3/10/2021,Duplicate,PFHpA,0.0742398134417708,2.6,0.38,0.38,1
64,43,43,Dartmouth WWTF,4/26/2021,Duplicate,PFHpA,0.383,0.138,0.548,0.138,0
65,119,119,City of Newburyport WTP,5/5/2021,A52308,PFHpA,0.0762935135664042,0.385,,0.385,1
66,173,173,"Waste Options Nantucket, LLC",5/13/2021,FC051321,PFHpA,0.39,0.25,0.037,0.037,0
67,198,198,Rousselot Peabody,5/12/2021,A52429,PFHpA,0.0783605316683069,0.392,,0.392,1
68,42,42,Dartmouth WWTF,4/26/2021,Primary,PFHpA,0.393,0.158,0.682,0.158,0
69,199,199,Rousselot Peabody,5/12/2021,A52432,PFHpA,0.080441428235743,0.394,,0.394,1
70,170,170,"Waste Options Nantucket, LLC",10/28/2020,,PFHpA,0.4,,,,0
71,47,47,Eresco (Erving),7/31/2019,,PFHpA,0.0825367447547653,0.42,,0.42,1
72,48,48,Eresco (Erving),5/19/2020,,PFHpA,0.0825367447547653,0.44,,0.44,1
73,54,54,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFHpA,0.0825367447547653,1.4,0.45,0.45,1
74,191,191,Rousselot,3/11/2021,A51149,PFHpA,0.0825367447547653,0.458,,0.458,1
75,114,114,MWRA,12/22/2020,Duplicate,PFHpA,0.0825367447547653,0.46,,0.46,1
76,51,51,Eresco (Erving),9/22/2020,Primary,PFHpA,0.0825367447547653,1.4,0.47,0.47,1
77,107,107,Montague WPCF,3/16/2021,Duplicate,PFHpA,0.0825367447547653,3.3,0.48,0.48,1
78,28,28,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost Duplicate,PFHpA,0.48,0.49,0.07,0.07,0
79,113,113,MWRA,12/22/2020,Primary,PFHpA,0.0436603328499343,0.5,,0.5,1
80,112,112,MWRA,9/14/2020,Duplicate,PFHpA,0.152929997624263,0.5,,0.5,1
81,122,122,Newburyport,8/4/2021,A54268,PFHpA,0.0844830996442628,0.505,,0.505,1
82,109,109,MWRA,3/11/2020,,PFHpA,0.0844830996442628,0.506,,0.506,1
83,111,111,MWRA,9/14/2020,Primary,PFHpA,0.0223486277334668,0.51,,0.51,1
84,24,24,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids DUP,PFHpA,0.0576622312055002,3.5,0.51,0.51,1
85,110,110,MWRA,9/14/2020, ,PFHpA,0.120977863440952,0.51,,0.51,1
86,106,106,Montague WPCF,3/16/2021,Primary,PFHpA,0.245760400565752,3.5,0.51,0.51,1
87,37,37,"Concord, NH WWTF",3/1/2021,Dewatered sludge cake,PFHpA,0.0844830996442628,0.512,,0.512,1
88,192,192,Rousselot,3/11/2021,A51151,PFHpA,0.516,0.474,,0.474,0
89,23,23,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids,PFHpA,0.0862628809073957,3.6,0.52,0.52,1
90,38,38,"Concord, NH WWTF",3/19/2021,,PFHpA,0.0862628809073957,0.528,,0.528,1
91,206,206,Taunton Water Treatment Facility,4/30/2021,Lagoon 2A/2B/2C Composite,PFHpA,0.0862628809073957,0.53,,0.53,1
92,193,193,Rousselot,3/11/2021,A51157,PFHpA,0.0862628809073957,0.537,,0.537,1
93,179,179,Weymouth Water Dpt,2/8/2021,Lagoon A Primary,PFHpA,0.0862628809073957,3.0,0.54,0.54,1
94,205,205,RMI-RMF,3/31/2021,Duplicate,PFHpA,0.57,0.61,0.088,0.088,0
95,194,194,Rousselot,3/11/2021,A51158,PFHpA,0.0879769450872219,0.571,,0.571,1
96,5,5,Amesbury WTP,6/16/2021,A53246,PFHpA,0.0879769450872219,0.579,,0.579,1
97,160,160,Soundview Vermont Holdings,5/14/2021,,PFHpA,0.59,,,,0
98,180,180,Weymouth Water Dpt,2/8/2021,Lagoon A Duplicate,PFHpA,0.0879769450872219,3.25,0.59,0.59,1
99,27,27,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost,PFHpA,0.6,0.4,0.059,0.059,0
100,6,6,Amesbury WTP,6/16/2021,A53247,PFHpA,0.0913825746880076,0.611,,0.611,1
101,123,123,Newburyport,8/4/2021,A54269,PFHpA,0.0913825746880076,0.635,,0.635,1
102,61,61,Greater Lawrence Sanitary District,9/29/2020,,PFHpA,0.0913825746880076,0.64,,0.64,1
103,1,1,Amesbury WTP,12/2/2020,A49324,PFHpA,0.0464506034573296,0.65,,0.65,1
104,29,29,"Bristol RI, WPCF",10/14/2020,,PFHpA,0.65,,,,0
105,52,52,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFHpA,0.169130376867408,4.5,0.65,0.65,1
106,2,2,Amesbury WTP,12/2/2020,A49325,PFHpA,0.0930435637544821,0.663,,0.663,1
107,201,201,Rousselot Peabody,5/12/2021,A52441,PFHpA,0.0930435637544821,0.67,,0.67,1
108,157,157,Soundview Vermont Holdings,12/9/2020,,PFHpA,0.67,0.49,0.071,0.071,0
109,77,77,Hawk Ridge Compost Facility,5/2/2021,HRCF051221,PFHpA,0.0946990730071573,4.7,0.68,0.68,1
110,53,53,Eresco (Erving),12/15/2020,DUPLICATE SAMPLE,PFHpA,0.0946990730071573,4.7,0.69,0.69,1
111,158,158,Soundview Vermont Holdings,3/1/2021,Primary,PFHpA,0.0946990730071573,4.8,0.7,0.7,1
112,3,3,Amesbury WTP,3/3/2021,Primary,PFHpA,0.0946990730071573,0.701,,0.701,1
113,200,200,Rousselot Peabody,5/12/2021,A52440,PFHpA,0.0946990730071573,0.706,,0.706,1
114,4,4,Amesbury WTP,3/3/2021,Duplicate,PFHpA,0.0946990730071573,0.709,,0.709,1
115,159,159,Soundview Vermont Holdings,3/1/2021,SVH Duplicate,PFHpA,0.0946990730071573,4.9,0.72,0.72,1
116,95,95,Ipswich Compost,6/4/2021,Ipswich Compost,PFHpA,0.725,,,,0
117,105,105,Montague WPCF,10/26/2020,1 DUPLICATE,PFHpA,0.0962779325170771,5.1,0.73,0.73,1
118,88,88,Ipswich Compost,9/25/2020, ,PFHpA,0.0962779325170771,0.732,,0.732,1
119,165,165,"Southbridge, MA",2/11/2021,Primary,PFHpA,0.733,0.234,,0.234,0
120,166,166,"Southbridge, MA",2/11/2021,Duplicate,PFHpA,0.748,0.229,,0.229,0
121,32,32,Cascades Paper Mill,12/11/2020,Duplicate,PFHpA,0.0994498867534991,5.2,0.76,0.76,1
122,162,162,Southbridge WWTF,9/25/2020,,PFHpA,0.0994498867534991,0.77,,0.77,1
123,76,76,Hawk Ridge Compost,10/23/2020,Compost 2,PFHpA,0.0496234104699262,5.4,0.78,0.78,1
124,33,33,Cascades Paper Mill,3/1/2021,Primary,PFHpA,0.188842047267023,5.3,0.78,0.78,1
125,156,156,Soundview Vermont Holdings,12/9/2020,,PFHpA,0.78,0.54,0.078,0.078,0
126,204,204,RMI-RMF,3/31/2021,Primary,PFHpA,0.8,0.74,0.11,0.11,0
127,14,14,Barnhardt,3/23/2021,Duplicate,PFHpA,0.0508404202940511,0.81,,0.81,1
128,104,104,Montague WPCF,10/26/2020,1,PFHpA,0.196790752410389,5.6,0.81,0.81,1
129,13,13,Barnhardt,3/23/2021,Primary,PFHpA,0.102607863361954,0.815,,0.815,1
130,34,34,Cascades Paper Mill,3/1/2021,Duplicate,PFHpA,0.102607863361954,5.7,0.82,0.82,1
131,78,78,Hawk Ridge Compost Facility,5/2/2021,HRCF 051221-DUP,PFHpA,0.102607863361954,5.8,0.84,0.84,1
132,25,25,Bridgewater Sewer,1/27/2021,Primary,PFHpA,0.102607863361954,5.9,0.86,0.86,1
133,31,31,Cascades Paper Mill,12/11/2020,Primary,PFHpA,0.102607863361954,6.1,0.89,0.89,1
134,108,108,MWRA,3/25/2019,,PFHpA,0.102607863361954,0.893,,0.893,1
135,168,168,"Southbridge, MA",5/11/2021,,PFHpA,0.9,0.23,,0.23,0
136,118,118,Nashua WWTF,2/26/2021,Duplicate,PFHpA,0.102607863361954,6.2,0.9,0.9,1
137,26,26,Bridgewater Sewer,1/27/2021,Duplicate,PFHpA,0.104112707225238,6.4,0.93,0.93,1
138,89,89,Ipswich Compost,12/30/2020,Primary,PFHpA,0.938,0.318,,0.318,0
139,117,117,Nashua WWTF,2/26/2021,Primary,PFHpA,0.051990978997972,6.7,0.97,0.97,1
140,164,164,"Southbridge, MA",12/4/2020,Duplicate,PFHpA,0.204513198084283,0.97,,0.97,1
141,182,182,Weymouth Water Dpt,2/8/2021,Lagoon B Duplicate,PFHpA,0.051990978997972,5.4,0.98,0.98,1
142,181,181,Weymouth Water Dpt,2/8/2021,Lagoon B Primary,PFHpA,0.204513198084283,5.45,0.98,0.98,1
143,167,167,"Southbridge, MA",5/11/2021,,PFHpA,1.0,0.23,,0.23,0
144,99,99,"Merrimack, NH WWTF",9/17/2020,Duplicate,PFHpA,1.0,,,,0
145,161,161,Southbridge WWTF,4/8/2020,,PFHpA,1.01,,,,0
146,163,163,"Southbridge, MA",12/4/2020,Primary sample,PFHpA,0.110153824915926,1.03,,1.03,1
147,35,35,"Concord, NH WWTF",3/11/2020,,PFHpA,0.110153824915926,1.04,,1.04,1
148,15,15,Barnhardt,6/8/2021,Primary,PFHpA,0.110153824915926,1.06,,1.06,1
149,16,16,Barnhardt,6/8/2021,Duplicate,PFHpA,0.110153824915926,1.07,,1.07,1
150,90,90,Ipswich Compost,12/30/2020,Duplicate,PFHpA,1.09,0.306,,0.306,0
151,11,11,Barnhardt,10/14/2020,,PFHpA,0.111660316834984,1.15,,1.15,1
152,12,12,Barnhardt,10/14/2020,,PFHpA,0.111660316834984,1.16,,1.16,1
153,98,98,"Merrimack, NH WWTF",9/17/2020,PRIMARY SAMPLE,PFHpA,1.21,,,,0
154,132,132,Resource Management Inc,11/16/2020,Primary,PFHpA,0.0548129345490345,9.0,1.3,1.3,1
155,133,133,Resource Management Inc,11/16/2020,Duplicate,PFHpA,0.224350925335642,9.1,1.3,1.3,1
156,139,139,Rockport WTP,9/14/2020,Duplicate,PFHpA,0.11316562322599,1.37,,1.37,1
157,129,129,Ocean Spray Middleborough,3/12/2021,Duplicate,PFHpA,0.11316562322599,1.38,,1.38,1
158,40,40,Dartmouth WWTF,10/27/2020,Primary,PFHpA,1.42,0.509,0.136,0.136,0
159,142,142,Rouselott,10/19/2020,,PFHpA,0.114650789573484,1.57,,1.57,1
160,100,100,"Merrimack, NH WWTF",3/19/2021,,PFHpA,1.58,0.25,,0.25,0
161,190,190,Rousselot,3/11/2021,A51146,PFHpA,0.116144517362784,1.63,,1.63,1
162,189,189,Rousselot,3/11/2021,A51145,PFHpA,0.116144517362784,1.65,,1.65,1
163,96,96,"Merrimack, NH WWTF",3/6/2020,,PFHpA,1.65,,,,0
164,44,44,"EarthSource, Inc.",10/30/2020,,PFHpA,0.117637645532623,1.72,,1.72,1
165,86,86,Hoosac Water Quality District,6/2/2021,"Field
Blank",PFHpA,0.117637645532623,1.8,,1.8,1
166,195,195,Rousselot,3/11/2021,A51160,PFHpA,0.117637645532623,1.81,,1.81,1
167,87,87,Ipswich Compost,4/16/2020,,PFHpA,1.88,,,,0
168,41,41,Dartmouth WWTF,10/27/2020,Duplicate,PFHpA,1.94,0.499,0.126,0.126,0
169,138,138,Rockport WTP,9/14/2020,PRIMARY SAMPLE,PFHpA,0.120622578653026,2.0,,2.0,1
170,185,185,Weymouth Water Dpt,4/14/2021,North Field Primary,PFHpA,0.120622578653026,2.06,,2.06,1
171,128,128,Ocean Spray Middleborough,3/12/2021,Primary,PFHpA,0.0575342419746129,2.1,,2.1,1
172,145,145,Salem Beverly NW Sample,2/12/2021,,PFHpA,0.244767336568196,6.4,2.1,2.1,1
173,18,18,Braintree Water and Sewer,10/29/2020,,PFHpA,0.120622578653026,15.0,2.2,2.2,1
174,148,148,Salem Beverly SE Sample,2/12/2021,,PFHpA,0.0375118896885437,6.9,2.3,2.3,1
175,147,147,Salem Beverly SE Sample,10/6/2020,,PFHpA,0.120622578653026,2.3,,2.3,1
176,143,143,Salem & Beverly Water Supply,10/6/2020,,PFHpA,0.356795124282885,2.3,,2.3,1
177,151,151,Somerset Water & Sewer Dept,10/27/2020,Duplicate,PFHpA,2.4,2.2,0.31,0.31,0
178,97,97,"Merrimack, NH WWTF",9/17/2020, ,PFHpA,2.45,,,,0
179,20,20,Braintree Water and Sewer,3/3/2021,,PFHpA,0.0585804606412788,17.0,2.5,2.5,1
180,22,22,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFHpA,0.252974665424153,17.0,2.5,2.5,1
181,0,0,Amesbury WTP,9/9/2020, ,PFHpA,0.123538914980573,2.6,,2.6,1
182,150,150,Somerset Water & Sewer Dept,10/27/2020,Primary,PFHpA,2.8,2.3,0.33,0.33,0
183,84,84,Hoosac Water Quality District,6/2/2021,Final Compost,PFHpA,2.99,0.209,,0.209,0
184,17,17,Braintree Water and Sewer,10/29/2020,,PFHpA,0.126472226202079,20.0,3.0,3.0,1
185,85,85,Hoosac Water Quality District,6/2/2021,"Final Compost
Duplicate",PFHpA,3.08,0.776,,0.776,0
186,7,7,Barnhardt,6/2/2020,,PFHpA,0.127955547541467,3.09,,3.09,1
187,8,8,Barnhardt,6/2/2020,,PFHpA,0.127955547541467,3.2,,3.2,1
188,9,9,Barnhardt,9/3/2020,,PFHpA,0.127955547541467,3.29,,3.29,1
189,10,10,Barnhardt,9/3/2020,,PFHpA,0.127955547541467,3.35,,3.35,1
190,196,196,Rousselot Peabody,5/12/2021,A52427,PFHpA,0.127955547541467,3.48,,3.48,1
191,19,19,Braintree Water and Sewer,3/3/2021,,PFHpA,0.127955547541467,24.0,3.5,3.5,1
192,81,81,Hoosac Water Quality District,12/9/2020,,PFHpA,3.53,1.69,,1.69,0
193,186,186,Weymouth Water Dpt,4/14/2021,North Field Duplicate,PFHpA,0.129408390124536,3.64,,3.64,1
194,75,75,Hawk Ridge Compost,10/23/2020,Compost 1,PFHpA,4.0,0.58,0.085,0.085,0
195,144,144,Salem Beverly NW Sample,10/6/2020,,PFHpA,0.130869464415898,4.4,,4.4,1
196,80,80,Hoosac Water Quality District,9/15/2020, ,PFHpA,4.5,,,,0
197,83,83,Hoosac Water Quality District,3/3/2021,"Final Compost
Duplicate",PFHpA,4.61,0.221,,0.221,0
198,82,82,Hoosac Water Quality District,3/3/2021,Final Compost,PFHpA,4.87,0.212,,0.212,0
199,197,197,Rousselot Peabody,5/12/2021,A52428,PFHpA,0.135325745422825,4.89,,4.89,1
200,79,79,Hoosac Water Quality District,5/1/2020,,PFHpA,5.4,,,,0
201,188,188,Weymouth Water Dpt,7/22/2021,AJB NORTH FIELD DUPLICATE,PFHpA,0.136836052027372,5.61,,5.61,1
202,187,187,Weymouth Water Dpt,7/22/2021,AJB NORTH,PFHpA,0.136836052027372,5.66,,5.66,1
203,21,21,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFHpA,5.7,24.0,3.5,3.5,0
204,203,203,Hawk Ridge Compost Facility,3/2/2021,HRCF1-B,PFHpA,6.1,5.7,0.82,0.82,0
205,131,131,"Ocean Spray Receiving Station, Carver, MA",10/30/2020,,PFHpA,0.139875730838269,6.19,,6.19,1
206,153,153,Somerset Water & Sewer Dept,1/19/2021,Duplicate,PFHpA,6.6,3.4,0.49,0.49,0
207,152,152,Somerset Water & Sewer Dept,1/19/2021,Primary,PFHpA,7.0,3.3,0.48,0.48,0
208,202,202,Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,PFHpA,7.1,6.1,0.89,0.89,0
209,155,155,Somerset Water & Sewer Dept,4/26/2021,Duplicate,PFHpA,7.8,3.7,0.53,0.53,0
210,154,154,Somerset Water & Sewer Dept,4/26/2021,Primary ,PFHpA,9.1,4.6,0.66,0.66,0
211,36,36,"Concord, NH WWTF",9/2/2020, ,PFHpA,5.6,11.2,,11.2,1
