,level_0,index,Facility,Sample Collection Date,Sample Field ID,Acronym,Result_val,RL,MDL,limit,Result_val_cen
22,124,124,North Chelmsford Water District,11/9/2020,,PFDA,0.15481773977127,0.21,,0.21,1
23,175,175,Weymouth Water Dpt,2/8/2021,North Field Primary,PFDA,0.15481773977127,0.84,0.22,0.22,1
24,141,141,Rockport WTP,5/13/2021,Duplicate,PFDA,0.15481773977127,0.23,,0.23,1
25,140,140,Rockport WTP,5/13/2021,Primary,PFDA,0.10313451432389,0.24,,0.24,1
26,125,125,North Chelmsford Water District,3/10/2021,Primary,PFDA,0.214614080578369,2.2,0.24,0.24,1
27,184,184,Weymouth Water Dpt,2/8/2021,Lagoon C Duplicatae,PFDA,0.15481773977127,1.02,0.27,0.27,1
28,126,126,North Chelmsford Water District,3/10/2021,Duplicate,PFDA,0.15481773977127,2.6,0.29,0.29,1
29,120,120,City of Newburyport WTP,5/5/2021,A52309,PFDA,0.15481773977127,0.361,,0.361,1
30,210,210,Tewksbury WTP,3/23/2021,TEWK-DPW-ST-004,PFDA,0.367,0.367,0.098,0.098,0
31,107,107,Montague WPCF,3/16/2021,Duplicate,PFDA,0.160393172610763,3.3,0.37,0.37,1
32,119,119,City of Newburyport WTP,5/5/2021,A52308,PFDA,0.160393172610763,0.385,,0.385,1
33,106,106,Montague WPCF,3/16/2021,Primary,PFDA,0.160393172610763,3.5,0.39,0.39,1
34,198,198,Rousselot Peabody,5/12/2021,A52429,PFDA,0.160393172610763,0.392,,0.392,1
35,199,199,Rousselot Peabody,5/12/2021,A52432,PFDA,0.160393172610763,0.394,,0.394,1
36,59,59,Eresco (Erving),5/14/2021,PRIMARY SAMPLE,PFDA,0.4,0.261,,0.261,0
37,176,176,Weymouth Water Dpt,2/8/2021,North Field Duplicate,PFDA,0.165261046387644,1.58,0.42,0.42,1
38,60,60,Eresco (Erving),5/14/2021,DUPLICATE SAMPLE,PFDA,0.426,0.268,,0.268,0
39,191,191,Rousselot,3/11/2021,A51149,PFDA,0.170061720245351,0.458,,0.458,1
40,51,51,Eresco (Erving),9/22/2020,Primary,PFDA,0.170061720245351,1.4,0.47,0.47,1
41,192,192,Rousselot,3/11/2021,A51151,PFDA,0.170061720245351,0.474,,0.474,1
42,30,30,"Bristol RI, WPCF",2/10/2021,,PFDA,0.170061720245351,2.0,0.48,0.48,1
43,122,122,Newburyport,8/4/2021,A54268,PFDA,0.170061720245351,0.505,,0.505,1
44,53,53,Eresco (Erving),12/15/2020,DUPLICATE SAMPLE,PFDA,0.170061720245351,4.7,0.52,0.52,1
45,206,206,Taunton Water Treatment Facility,4/30/2021,Lagoon 2A/2B/2C Composite,PFDA,0.170061720245351,0.53,,0.53,1
46,54,54,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFDA,0.53,1.4,0.45,0.45,0
47,68,68,Greater Lawrence Sanitary District,25-Mar-21,PELLET SAMPLE SPLIT-DUP,PFDA,0.535,1.27,0.34,0.34,0
48,193,193,Rousselot,3/11/2021,A51157,PFDA,0.17834326105413,0.537,,0.537,1
49,52,52,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFDA,0.54,4.5,0.5,0.5,0
50,32,32,Cascades Paper Mill,12/11/2020,Duplicate,PFDA,0.182466093201902,5.2,0.57,0.57,1
51,194,194,Rousselot,3/11/2021,A51158,PFDA,0.182466093201902,0.571,,0.571,1
52,33,33,Cascades Paper Mill,3/1/2021,Primary,PFDA,0.182466093201902,5.3,0.59,0.59,1
53,67,67,Greater Lawrence Sanitary District,25-Mar-21,PELLET SAMPLE SPLIT,PFDA,0.598,1.24,0.332,0.332,0
54,34,34,Cascades Paper Mill,3/1/2021,Duplicate,PFDA,0.186396666833179,5.7,0.62,0.62,1
55,136,136,Resource Management Inc RMF,6/30/2021,CPM,PFDA,0.63,0.58,0.063,0.063,0
56,123,123,Newburyport,8/4/2021,A54269,PFDA,0.190295282829995,0.635,,0.635,1
57,174,174,"Waste Options Nantucket, LLC",5/13/2021,FC051321 DUP,PFDA,0.64,0.26,0.028,0.028,0
58,58,58,Eresco (Erving),6/23/2021,DUPLICATE SAMPLE,PFDA,0.65,0.54,0.059,0.059,0
59,25,25,Bridgewater Sewer,1/27/2021,Primary,PFDA,0.194164261631087,5.9,0.65,0.65,1
60,173,173,"Waste Options Nantucket, LLC",5/13/2021,FC051321,PFDA,0.65,0.25,0.028,0.028,0
61,38,38,"Concord, NH WWTF",3/19/2021,,PFDA,0.662,0.528,,0.528,0
62,56,56,Eresco (Erving),3/23/2021,Duplicate,PFDA,0.67,0.46,0.05,0.05,0
63,201,201,Rousselot Peabody,5/12/2021,A52441,PFDA,0.205804266268821,0.67,,0.67,1
64,118,118,Nashua WWTF,2/26/2021,Duplicate,PFDA,0.13412448899276,6.2,0.68,0.68,1
65,31,31,Cascades Paper Mill,12/11/2020,Primary,PFDA,0.303103829888989,6.1,0.68,0.68,1
66,55,55,Eresco (Erving),3/23/2021,Primary,PFDA,0.69,0.45,0.05,0.05,0
67,73,73,Greater Lawrence Sanitary District,15-Jun-21,PELLET SAMPLE SPLIT,PFDA,0.69,0.51,0.14,0.14,0
68,172,172,"Waste Options Nantucket, LLC",1/27/2021,Duplicate,PFDA,0.7,0.31,0.03,0.03,0
69,26,26,Bridgewater Sewer,1/27/2021,Duplicate,PFDA,0.21736513643286,6.4,0.7,0.7,1
70,37,37,"Concord, NH WWTF",3/1/2021,Dewatered sludge cake,PFDA,0.701,0.512,,0.512,0
71,200,200,Rousselot Peabody,5/12/2021,A52440,PFDA,0.225067226692671,0.706,,0.706,1
72,49,49,Eresco (Erving),9/22/2020,Primary,PFDA,0.72,0.47,0.05,0.05,0
73,117,117,Nashua WWTF,2/26/2021,Primary,PFDA,0.228920000443925,6.7,0.73,0.73,1
74,74,74,Greater Lawrence Sanitary District,15-Jun-21,PELLET SAMPLE SPLIT DUP,PFDA,0.73,0.52,0.14,0.14,0
75,105,105,Montague WPCF,10/26/2020,1 DUPLICATE,PFDA,0.74,5.1,0.56,0.56,0
76,57,57,Eresco (Erving),6/23/2021,PRIMARY SAMPLE,PFDA,0.74,0.44,0.048,0.048,0
77,50,50,Eresco (Erving),9/22/2020,FIELD DUPLICATE SAMPLE,PFDA,0.75,0.45,0.049,0.049,0
78,70,70,Greater Lawrence Sanitary District,3/25/2021,Synagro Pellets-DUP,PFDA,0.77,1.0,0.11,0.11,0
79,110,110,MWRA,9/14/2020, ,PFDA,0.798,,,,0
80,111,111,MWRA,9/14/2020,Primary,PFDA,0.8,0.51,,0.51,0
81,14,14,Barnhardt,3/23/2021,Duplicate,PFDA,0.159132815178963,0.81,,0.81,1
82,179,179,Weymouth Water Dpt,2/8/2021,Lagoon A Primary,PFDA,0.383476978123927,3.0,0.81,0.81,1
83,13,13,Barnhardt,3/23/2021,Primary,PFDA,0.256568890077756,0.815,,0.815,1
84,93,93,Ipswich Compost,3/22/2021,Primary,PFDA,0.863,0.231,,0.231,0
85,91,91,Ipswich Compost,3/22/2021,Primary,PFDA,0.863,0.231,,0.231,0
86,180,180,Weymouth Water Dpt,2/8/2021,Lagoon A Duplicate,PFDA,0.264522208540414,3.25,0.87,0.87,1
87,61,61,Greater Lawrence Sanitary District,9/29/2020,,PFDA,0.87,,,,0
88,112,112,MWRA,9/14/2020,Duplicate,PFDA,0.88,0.5,,0.5,0
89,66,66,Greater Lawrence Sanitary District,14-Dec-20,PELLET SPLIT DUP,PFDA,0.89,0.13,0.03,0.03,0
90,39,39,"Concord, NH WWTF",6/1/2021,,PFDA,0.902,,,,0
91,170,170,"Waste Options Nantucket, LLC",10/28/2020,,PFDA,0.91,,,,0
92,65,65,Greater Lawrence Sanitary District,14-Dec-20,PELLET SPLIT,PFDA,0.92,0.45,0.12,0.12,0
93,132,132,Resource Management Inc,11/16/2020,Primary,PFDA,0.289021475650862,9.0,0.99,0.99,1
94,72,72,Greater Lawrence Sanitary District,6/15/2021,Synagro Pellets-DUP,PFDA,1.0,0.2,0.02,0.02,0
95,133,133,Resource Management Inc,11/16/2020,Duplicate,PFDA,0.289021475650862,9.1,1.0,1.0,1
96,71,71,Greater Lawrence Sanitary District,6/15/2021,Synagro Pellets,PFDA,1.0,0.21,0.02,0.02,0
97,171,171,"Waste Options Nantucket, LLC",1/27/2021,Primary,PFDA,1.0,0.29,0.03,0.03,0
98,114,114,MWRA,12/22/2020,Duplicate,PFDA,1.04,0.46,,0.46,0
99,35,35,"Concord, NH WWTF",3/11/2020,,PFDA,0.301536514260008,1.04,,1.04,1
100,115,115,MWRA,3/11/2021,Primary,PFDA,1.04,0.13,,0.13,0
101,16,16,Barnhardt,6/8/2021,Duplicate,PFDA,0.309993432101802,1.07,,1.07,1
102,109,109,MWRA,3/11/2020,,PFDA,1.08,,,,0
103,108,108,MWRA,3/25/2019,,PFDA,1.1,,,,0
104,69,69,Greater Lawrence Sanitary District,3/25/2021,Synagro Pellets,PFDA,1.1,1.0,0.11,0.11,0
105,116,116,MWRA,3/11/2021,Duplicate,PFDA,1.11,0.13,,0.13,0
106,113,113,MWRA,12/22/2020,Primary,PFDA,1.13,0.5,,0.5,0
107,11,11,Barnhardt,10/14/2020,,PFDA,0.331635741849248,1.15,,1.15,1
108,12,12,Barnhardt,10/14/2020,,PFDA,0.331635741849248,1.16,,1.16,1
109,23,23,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids,PFDA,1.2,3.6,0.39,0.39,0
110,94,94,Ipswich Compost,3/22/2021,Duplicate,PFDA,1.29,0.243,,0.243,0
111,92,92,Ipswich Compost,3/22/2021,Duplicate,PFDA,1.29,0.243,,0.243,0
112,139,139,Rockport WTP,9/14/2020,Duplicate,PFDA,0.344875576808746,1.37,,1.37,1
113,129,129,Ocean Spray Middleborough,3/12/2021,Duplicate,PFDA,0.344875576808746,1.38,,1.38,1
114,205,205,RMI-RMF,3/31/2021,Duplicate,PFDA,1.4,0.61,0.067,0.067,0
115,182,182,Weymouth Water Dpt,2/8/2021,Lagoon B Duplicate,PFDA,0.349294019721044,5.4,1.45,1.45,1
116,181,181,Weymouth Water Dpt,2/8/2021,Lagoon B Primary,PFDA,0.349294019721044,5.45,1.46,1.46,1
117,104,104,Montague WPCF,10/26/2020,1,PFDA,1.5,5.6,0.61,0.61,0
118,159,159,Soundview Vermont Holdings,3/1/2021,SVH Duplicate,PFDA,1.5,4.9,0.54,0.54,0
119,3,3,Amesbury WTP,3/3/2021,Primary,PFDA,1.54,0.701,,0.701,0
120,4,4,Amesbury WTP,3/3/2021,Duplicate,PFDA,1.55,0.709,,0.709,0
121,142,142,Rouselott,10/19/2020,,PFDA,0.367074634264627,1.57,,1.57,1
122,24,24,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids DUP,PFDA,1.6,3.5,0.39,0.39,0
123,190,190,Rousselot,3/11/2021,A51146,PFDA,0.371586867063149,1.63,,1.63,1
124,189,189,Rousselot,3/11/2021,A51145,PFDA,0.371586867063149,1.65,,1.65,1
125,89,89,Ipswich Compost,12/30/2020,Primary,PFDA,1.68,0.318,,0.318,0
126,18,18,Braintree Water and Sewer,10/29/2020,,PFDA,0.376068098060028,15.0,1.7,1.7,1
127,29,29,"Bristol RI, WPCF",10/14/2020,,PFDA,1.7,,,,0
128,64,64,Greater Lawrence Sanitary District,12/14/2020,Quarterly Pellet Sample Dup,PFDA,1.7,0.2,0.022,0.022,0
129,157,157,Soundview Vermont Holdings,12/9/2020,,PFDA,1.7,0.49,0.054,0.054,0
130,43,43,Dartmouth WWTF,4/26/2021,Duplicate,PFDA,1.71,0.188,0.548,0.188,0
131,44,44,"EarthSource, Inc.",10/30/2020,,PFDA,0.394265104562522,1.72,,1.72,1
132,86,86,Hoosac Water Quality District,6/2/2021,"Field
Blank",PFDA,0.394265104562522,1.8,,1.8,1
133,158,158,Soundview Vermont Holdings,3/1/2021,Primary,PFDA,1.8,4.8,0.53,0.53,0
134,63,63,Greater Lawrence Sanitary District,12/14/2020,Quarterly Pellet Sample,PFDA,1.8,0.21,0.023,0.023,0
135,195,195,Rousselot,3/11/2021,A51160,PFDA,0.403476661004667,1.81,,1.81,1
136,95,95,Ipswich Compost,6/4/2021,Ipswich Compost,PFDA,1.83,,,,0
137,5,5,Amesbury WTP,6/16/2021,A53246,PFDA,1.88,0.579,,0.579,0
138,42,42,Dartmouth WWTF,4/26/2021,Primary,PFDA,1.88,0.216,0.628,0.216,0
139,22,22,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFDA,0.236870007571362,17.0,1.9,1.9,1
140,20,20,Braintree Water and Sewer,3/3/2021,,PFDA,0.695411698338228,17.0,1.9,1.9,1
141,138,138,Rockport WTP,9/14/2020,PRIMARY SAMPLE,PFDA,0.417509779916864,2.0,,2.0,1
142,6,6,Amesbury WTP,6/16/2021,A53247,PFDA,2.01,0.611,,0.611,0
143,160,160,Soundview Vermont Holdings,5/14/2021,,PFDA,2.04,,,,0
144,185,185,Weymouth Water Dpt,4/14/2021,North Field Primary,PFDA,0.42687840395116,2.06,,2.06,1
145,145,145,Salem Beverly NW Sample,2/12/2021,,PFDA,0.241063749431442,6.4,2.1,2.1,1
146,128,128,Ocean Spray Middleborough,3/12/2021,Primary,PFDA,0.715422630119078,2.1,,2.1,1
147,162,162,Southbridge WWTF,9/25/2020,,PFDA,2.17,,,,0
148,17,17,Braintree Water and Sewer,10/29/2020,,PFDA,0.431529416718505,20.0,2.2,2.2,1
149,168,168,"Southbridge, MA",5/11/2021,,PFDA,2.24,,,,0
150,156,156,Soundview Vermont Holdings,12/9/2020,,PFDA,2.3,0.54,0.059,0.059,0
151,143,143,Salem & Beverly Water Supply,10/6/2020,,PFDA,0.174213461783267,2.3,,2.3,1
152,147,147,Salem Beverly SE Sample,10/6/2020,,PFDA,0.436190440963402,2.3,,2.3,1
153,148,148,Salem Beverly SE Sample,2/12/2021,,PFDA,0.955465110327018,6.9,2.3,2.3,1
154,62,62,Greater Lawrence Sanitary District,9/29/2020,SYNAGRO BIOSOLIDS PELLET,PFDA,2.3,0.42,0.047,0.047,0
155,90,90,Ipswich Compost,12/30/2020,Duplicate,PFDA,2.4,0.306,,0.306,0
156,88,88,Ipswich Compost,9/25/2020, ,PFDA,2.4,,,,0
157,166,166,"Southbridge, MA",2/11/2021,Duplicate,PFDA,2.49,0.229,,0.229,0
158,167,167,"Southbridge, MA",5/11/2021,,PFDA,2.56,,,,0
159,21,21,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFDA,0.181924641886725,24.0,2.6,2.6,1
160,19,19,Braintree Water and Sewer,3/3/2021,,PFDA,0.464467402819952,24.0,2.6,2.6,1
161,0,0,Amesbury WTP,9/9/2020, ,PFDA,1.05000226368523,2.6,,2.6,1
162,165,165,"Southbridge, MA",2/11/2021,Primary,PFDA,2.62,0.234,,0.234,0
163,40,40,Dartmouth WWTF,10/27/2020,Primary,PFDA,2.63,0.509,0.175,0.175,0
164,27,27,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost,PFDA,3.0,0.4,0.044,0.044,0
165,7,7,Barnhardt,6/2/2020,,PFDA,0.478903482127327,3.09,,3.09,1
166,41,41,Dartmouth WWTF,10/27/2020,Duplicate,PFDA,3.15,0.499,0.171,0.171,0
167,8,8,Barnhardt,6/2/2020,,PFDA,0.48377110454193,3.2,,3.2,1
168,99,99,"Merrimack, NH WWTF",9/17/2020,Duplicate,PFDA,3.22,,,,0
169,164,164,"Southbridge, MA",12/4/2020,Duplicate,PFDA,3.25,,,,0
170,9,9,Barnhardt,9/3/2020,,PFDA,0.493576522049837,3.29,,3.29,1
171,10,10,Barnhardt,9/3/2020,,PFDA,0.493576522049837,3.35,,3.35,1
172,28,28,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost Duplicate,PFDA,3.4,0.49,0.053,0.053,0
173,163,163,"Southbridge, MA",12/4/2020,Primary sample,PFDA,3.41,,,,0
174,196,196,Rousselot Peabody,5/12/2021,A52427,PFDA,0.503438862723685,3.48,,3.48,1
175,186,186,Weymouth Water Dpt,4/14/2021,North Field Duplicate,PFDA,0.503438862723685,3.64,,3.64,1
176,161,161,Southbridge WWTF,4/8/2020,,PFDA,3.66,,,,0
177,134,134,Resource Management Inc RMF,10/6/2020,Primary,PFDA,3.7,2.2,0.24,0.24,0
178,98,98,"Merrimack, NH WWTF",9/17/2020,PRIMARY SAMPLE,PFDA,3.78,,,,0
179,204,204,RMI-RMF,3/31/2021,Primary,PFDA,3.8,0.74,0.081,0.081,0
180,1,1,Amesbury WTP,12/2/2020,A49324,PFDA,3.8,0.65,,0.65,0
181,2,2,Amesbury WTP,12/2/2020,A49325,PFDA,4.29,0.663,,0.663,0
182,144,144,Salem Beverly NW Sample,10/6/2020,,PFDA,0.533730305820467,4.4,,4.4,1
183,96,96,"Merrimack, NH WWTF",3/6/2020,,PFDA,4.42,,,,0
184,100,100,"Merrimack, NH WWTF",3/19/2021,,PFDA,4.73,0.25,,0.25,0
185,197,197,Rousselot Peabody,5/12/2021,A52428,PFDA,0.544129975562835,4.89,,4.89,1
186,135,135,Resource Management Inc RMF,10/6/2020,Duplicate,PFDA,5.4,2.5,0.28,0.28,0
187,188,188,Weymouth Water Dpt,7/22/2021,AJB NORTH FIELD DUPLICATE,PFDA,0.549370630687684,5.61,,5.61,1
188,187,187,Weymouth Water Dpt,7/22/2021,AJB NORTH,PFDA,0.549370630687684,5.66,,5.66,1
189,77,77,Hawk Ridge Compost Facility,5/2/2021,HRCF051221,PFDA,6.0,4.7,0.52,0.52,0
190,131,131,"Ocean Spray Receiving Station, Carver, MA",10/30/2020,,PFDA,0.5546015308347,6.19,,6.19,1
191,76,76,Hawk Ridge Compost,10/23/2020,Compost 2,PFDA,6.2,5.4,0.59,0.59,0
192,78,78,Hawk Ridge Compost Facility,5/2/2021,HRCF 051221-DUP,PFDA,7.1,5.8,0.64,0.64,0
193,151,151,Somerset Water & Sewer Dept,10/27/2020,Duplicate,PFDA,7.1,2.2,0.24,0.24,0
194,75,75,Hawk Ridge Compost,10/23/2020,Compost 1,PFDA,7.4,0.58,0.064,0.064,0
195,84,84,Hoosac Water Quality District,6/2/2021,Final Compost,PFDA,8.08,0.209,,0.209,0
196,150,150,Somerset Water & Sewer Dept,10/27/2020,Primary,PFDA,8.4,2.3,0.25,0.25,0
197,85,85,Hoosac Water Quality District,6/2/2021,"Final Compost
Duplicate",PFDA,8.88,0.776,,0.776,0
198,97,97,"Merrimack, NH WWTF",9/17/2020, ,PFDA,9.14,,,,0
199,81,81,Hoosac Water Quality District,12/9/2020,,PFDA,10.4,1.69,,1.69,0
200,15,15,Barnhardt,6/8/2021,Primary,PFDA,10.8,1.06,,1.06,0
201,36,36,"Concord, NH WWTF",9/2/2020, ,PFDA,0.609237085399481,11.2,,11.2,1
202,79,79,Hoosac Water Quality District,5/1/2020,,PFDA,11.6,,,,0
203,83,83,Hoosac Water Quality District,3/3/2021,"Final Compost
Duplicate",PFDA,12.2,0.221,,0.221,0
204,82,82,Hoosac Water Quality District,3/3/2021,Final Compost,PFDA,12.2,0.212,,0.212,0
205,80,80,Hoosac Water Quality District,9/15/2020, ,PFDA,13.7,,,,0
206,202,202,Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,PFDA,15.0,6.1,0.68,0.68,0
207,155,155,Somerset Water & Sewer Dept,4/26/2021,Duplicate,PFDA,16.0,3.7,0.4,0.4,0
208,203,203,Hawk Ridge Compost Facility,3/2/2021,HRCF1-B,PFDA,17.0,5.7,0.62,0.62,0
209,154,154,Somerset Water & Sewer Dept,4/26/2021,Primary ,PFDA,19.0,4.6,0.5,0.5,0
210,152,152,Somerset Water & Sewer Dept,1/19/2021,Primary,PFDA,20.0,3.3,0.37,0.37,0
211,153,153,Somerset Water & Sewer Dept,1/19/2021,Duplicate,PFDA,20.0,3.4,0.37,0.37,0
