,level_0,index,Facility,Sample Collection Date,Sample Field ID,Acronym,Result_val,RL,MDL,limit,Result_val_cen
25,39,39,"Concord, NH WWTF",6/1/2021,,PFUnA,0.102593606176188,0.21,,0.21,1
26,144,144,Salem Beverly NW Sample,10/6/2020,,PFUnA,0.113461411456832,0.21,,0.21,1
27,161,161,Southbridge WWTF,4/8/2020,,PFUnA,0.124544318233674,0.21,,0.21,1
28,130,130,Ocean Spray Middleborough,3/26/2021,,PFUnA,0.135909663581698,0.21,,0.21,1
29,127,127,Ocean Spray Middleborough ,10/30/2020,,PFUnA,0.147618679876962,0.21,,0.21,1
30,146,146,Salem Beverly NW Sample,5/19/2021,,PFUnA,0.159730029637463,0.21,,0.21,1
31,124,124,North Chelmsford Water District,11/9/2020,,PFUnA,0.172302272446583,0.21,,0.21,1
32,169,169,"Southbridge, MA",5/11/2021,,PFUnA,0.185395774226781,0.21,,0.21,1
33,102,102,Middleborough ,10/30/2020,,PFUnA,0.199074345949657,0.21,,0.21,1
34,168,168,"Southbridge, MA",5/11/2021,,PFUnA,0.213406791625937,0.21,,0.21,1
35,103,103,Milorganite,5/28/2020,,PFUnA,0.228468493966343,0.21,,0.21,1
36,101,101,"Merrimack, NH WWTF",6/2/2021,?,PFUnA,0.244343144491018,0.21,,0.21,1
37,95,95,Ipswich Compost,6/4/2021,Ipswich Compost,PFUnA,0.261124721662214,0.21,,0.21,1
38,87,87,Ipswich Compost,4/16/2020,,PFUnA,0.278919831283771,0.21,,0.21,1
39,167,167,"Southbridge, MA",5/11/2021,,PFUnA,0.297850547274459,0.21,,0.21,1
40,172,172,"Waste Options Nantucket, LLC",1/27/2021,Duplicate,PFUnA,0.23,0.31,0.056,0.056,0
41,170,170,"Waste Options Nantucket, LLC",10/28/2020,,PFUnA,0.27,,,,0
42,176,176,Weymouth Water Dpt,2/8/2021,North Field Duplicate,PFUnA,0.154226411343682,3.16,0.296,0.296,1
43,67,67,Greater Lawrence Sanitary District,25-Mar-21,PELLET SAMPLE SPLIT,PFUnA,0.325,2.48,0.232,0.232,0
44,171,171,"Waste Options Nantucket, LLC",1/27/2021,Primary,PFUnA,0.34,0.29,0.053,0.053,0
45,68,68,Greater Lawrence Sanitary District,25-Mar-21,PELLET SAMPLE SPLIT-DUP,PFUnA,0.34,2.53,0.237,0.237,0
46,42,42,Dartmouth WWTF,4/26/2021,Primary,PFUnA,0.382,0.142,0.628,0.142,0
47,151,151,Somerset Water & Sewer Dept,10/27/2020,Duplicate,PFUnA,0.0952033023305554,2.2,0.39,0.39,1
48,134,134,Resource Management Inc RMF,10/6/2020,Primary,PFUnA,0.167522553765755,2.2,0.39,0.39,1
49,125,125,North Chelmsford Water District,3/10/2021,Primary,PFUnA,0.26003235199488,2.2,0.39,0.39,1
50,73,73,Greater Lawrence Sanitary District,15-Jun-21,PELLET SAMPLE SPLIT,PFUnA,0.4,1.03,0.096,0.096,0
51,74,74,Greater Lawrence Sanitary District,15-Jun-21,PELLET SAMPLE SPLIT DUP,PFUnA,0.41,1.03,0.097,0.097,0
52,150,150,Somerset Water & Sewer Dept,10/27/2020,Primary,PFUnA,0.170727830466673,2.3,0.41,0.41,1
53,43,43,Dartmouth WWTF,4/26/2021,Duplicate,PFUnA,0.414,0.124,0.548,0.124,0
54,70,70,Greater Lawrence Sanitary District,3/25/2021,Synagro Pellets-DUP,PFUnA,0.42,1.0,0.18,0.18,0
55,135,135,Resource Management Inc RMF,10/6/2020,Duplicate,PFUnA,0.180352313869498,2.5,0.45,0.45,1
56,141,141,Rockport WTP,5/13/2021,Duplicate,PFUnA,0.180352313869498,0.451,,0.451,1
57,93,93,Ipswich Compost,3/22/2021,Primary,PFUnA,0.125440856032051,0.462,,0.462,1
58,91,91,Ipswich Compost,3/22/2021,Primary,PFUnA,0.24696037656427,0.462,,0.462,1
59,126,126,North Chelmsford Water District,3/10/2021,Duplicate,PFUnA,0.125440856032051,2.6,0.47,0.47,1
60,51,51,Eresco (Erving),9/22/2020,Primary,PFUnA,0.24696037656427,1.4,0.47,0.47,1
61,94,94,Ipswich Compost,3/22/2021,Duplicate,PFUnA,0.100545750662656,0.485,,0.485,1
62,140,140,Rockport WTP,5/13/2021,Primary,PFUnA,0.180352313869498,0.485,,0.485,1
63,92,92,Ipswich Compost,3/22/2021,Duplicate,PFUnA,0.286907612114722,0.485,,0.485,1
64,30,30,"Bristol RI, WPCF",2/10/2021,,PFUnA,0.180352313869498,2.0,0.5,0.5,1
65,59,59,Eresco (Erving),5/14/2021,PRIMARY SAMPLE,PFUnA,0.180352313869498,0.521,,0.521,1
66,60,60,Eresco (Erving),5/14/2021,DUPLICATE SAMPLE,PFUnA,0.180352313869498,0.536,,0.536,1
67,121,121,Newburyport,11/3/2020,,PFUnA,0.180352313869498,0.538,,0.538,1
68,179,179,Weymouth Water Dpt,2/8/2021,Lagoon A Primary,PFUnA,0.180352313869498,6.01,0.563,0.563,1
69,165,165,"Southbridge, MA",2/11/2021,Primary,PFUnA,0.576,0.467,,0.467,0
70,28,28,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost Duplicate,PFUnA,0.58,0.49,0.087,0.087,0
71,166,166,"Southbridge, MA",2/11/2021,Duplicate,PFUnA,0.582,0.458,,0.458,0
72,107,107,Montague WPCF,3/16/2021,Duplicate,PFUnA,0.129899786832916,3.3,0.6,0.6,1
73,152,152,Somerset Water & Sewer Dept,1/19/2021,Primary,PFUnA,0.260250368172873,3.3,0.6,0.6,1
74,205,205,RMI-RMF,3/31/2021,Duplicate,PFUnA,0.6,0.61,0.11,0.11,0
75,180,180,Weymouth Water Dpt,2/8/2021,Lagoon A Duplicate,PFUnA,0.190848066349796,6.5,0.608,0.608,1
76,27,27,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost,PFUnA,0.61,0.4,0.073,0.073,0
77,54,54,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFUnA,0.61,1.4,0.45,0.45,0
78,153,153,Somerset Water & Sewer Dept,1/19/2021,Duplicate,PFUnA,0.190848066349796,3.4,0.61,0.61,1
79,29,29,"Bristol RI, WPCF",10/14/2020,,PFUnA,0.62,,,,0
80,106,106,Montague WPCF,3/16/2021,Primary,PFUnA,0.198588049677639,3.5,0.64,0.64,1
81,69,69,Greater Lawrence Sanitary District,3/25/2021,Synagro Pellets,PFUnA,0.64,1.0,0.19,0.19,0
82,23,23,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids,PFUnA,0.201180432264349,3.6,0.65,0.65,1
83,71,71,Greater Lawrence Sanitary District,6/15/2021,Synagro Pellets,PFUnA,0.67,0.21,0.038,0.038,0
84,24,24,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids DUP,PFUnA,0.68,3.5,0.63,0.63,0
85,89,89,Ipswich Compost,12/30/2020,Primary,PFUnA,0.69,0.635,,0.635,0
86,120,120,City of Newburyport WTP,5/5/2021,A52309,PFUnA,0.208998840120817,0.722,,0.722,1
87,57,57,Eresco (Erving),6/23/2021,PRIMARY SAMPLE,PFUnA,0.73,0.44,0.079,0.079,0
88,49,49,Eresco (Erving),9/22/2020,Primary,PFUnA,0.73,0.47,0.084,0.084,0
89,136,136,Resource Management Inc RMF,6/30/2021,CPM,PFUnA,0.75,0.58,0.1,0.1,0
90,50,50,Eresco (Erving),9/22/2020,FIELD DUPLICATE SAMPLE,PFUnA,0.75,0.45,0.081,0.081,0
91,119,119,City of Newburyport WTP,5/5/2021,A52308,PFUnA,0.219628662036984,0.77,,0.77,1
92,72,72,Greater Lawrence Sanitary District,6/15/2021,Synagro Pellets-DUP,PFUnA,0.77,0.2,0.037,0.037,0
93,162,162,Southbridge WWTF,9/25/2020,,PFUnA,0.222317303009859,0.773,,0.773,1
94,198,198,Rousselot Peabody,5/12/2021,A52429,PFUnA,0.222317303009859,0.784,,0.784,1
95,199,199,Rousselot Peabody,5/12/2021,A52432,PFUnA,0.222317303009859,0.787,,0.787,1
96,137,137,Resource Management Inc RMF,6/30/2021,CPM Duplicate,PFUnA,0.79,0.57,0.1,0.1,0
97,112,112,MWRA,9/14/2020,Duplicate,PFUnA,0.809,0.5,,0.5,0
98,111,111,MWRA,9/14/2020,Primary,PFUnA,0.821,0.51,,0.51,0
99,110,110,MWRA,9/14/2020, ,PFUnA,0.821,,,,0
100,77,77,Hawk Ridge Compost Facility,5/2/2021,HRCF051221,PFUnA,0.153938124540895,4.7,0.85,0.85,1
101,53,53,Eresco (Erving),12/15/2020,DUPLICATE SAMPLE,PFUnA,0.340885188820117,4.7,0.85,0.85,1
102,90,90,Ipswich Compost,12/30/2020,Duplicate,PFUnA,0.87,0.611,,0.611,0
103,55,55,Eresco (Erving),3/23/2021,Primary,PFUnA,0.87,0.45,0.081,0.081,0
104,108,108,MWRA,3/25/2019,,PFUnA,0.899,,,,0
105,109,109,MWRA,3/11/2020,,PFUnA,0.905,,,,0
106,105,105,Montague WPCF,10/26/2020,1 DUPLICATE,PFUnA,0.243811057675546,5.1,0.91,0.91,1
107,114,114,MWRA,12/22/2020,Duplicate,PFUnA,0.243811057675546,0.915,,0.915,1
108,191,191,Rousselot,3/11/2021,A51149,PFUnA,0.243811057675546,0.916,,0.916,1
109,56,56,Eresco (Erving),3/23/2021,Duplicate,PFUnA,0.93,0.46,0.083,0.083,0
110,32,32,Cascades Paper Mill,12/11/2020,Duplicate,PFUnA,0.246507282034088,5.2,0.94,0.94,1
111,192,192,Rousselot,3/11/2021,A51151,PFUnA,0.246507282034088,0.947,,0.947,1
112,52,52,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFUnA,0.96,4.5,0.81,0.81,0
113,33,33,Cascades Paper Mill,3/1/2021,Primary,PFUnA,0.246507282034088,5.3,0.96,0.96,1
114,99,99,"Merrimack, NH WWTF",9/17/2020,Duplicate,PFUnA,0.249155911448211,0.961,,0.961,1
115,164,164,"Southbridge, MA",12/4/2020,Duplicate,PFUnA,0.162144833517487,0.97,,0.97,1
116,76,76,Hawk Ridge Compost,10/23/2020,Compost 2,PFUnA,0.372566524314099,5.4,0.97,0.97,1
117,98,98,"Merrimack, NH WWTF",9/17/2020,PRIMARY SAMPLE,PFUnA,0.249155911448211,0.982,,0.982,1
118,58,58,Eresco (Erving),6/23/2021,DUPLICATE SAMPLE,PFUnA,1.0,0.54,0.097,0.097,0
119,63,63,Greater Lawrence Sanitary District,12/14/2020,Quarterly Pellet Sample,PFUnA,1.0,0.21,0.037,0.037,0
120,113,113,MWRA,12/22/2020,Primary,PFUnA,0.106020549917261,1.0,,1.0,1
121,78,78,Hawk Ridge Compost Facility,5/2/2021,HRCF 051221-DUP,PFUnA,0.19399753587303,5.8,1.0,1.0,1
122,34,34,Cascades Paper Mill,3/1/2021,Duplicate,PFUnA,0.317039383882824,5.7,1.0,1.0,1
123,104,104,Montague WPCF,10/26/2020,1,PFUnA,0.524235901674602,5.6,1.0,1.0,1
124,182,182,Weymouth Water Dpt,2/8/2021,Lagoon B Duplicate,PFUnA,0.127879187852466,10.8,1.01,1.01,1
125,96,96,"Merrimack, NH WWTF",3/6/2020,,PFUnA,0.254170723818411,1.01,,1.01,1
126,122,122,Newburyport,8/4/2021,A54268,PFUnA,0.474057606652889,1.01,,1.01,1
127,37,37,"Concord, NH WWTF",3/1/2021,Dewatered sludge cake,PFUnA,0.164637945105151,1.02,,1.02,1
128,181,181,Weymouth Water Dpt,2/8/2021,Lagoon B Primary,PFUnA,0.382690083069841,10.9,1.02,1.02,1
129,163,163,"Southbridge, MA",12/4/2020,Primary sample,PFUnA,0.254170723818411,1.03,,1.03,1
130,35,35,"Concord, NH WWTF",3/11/2020,,PFUnA,0.254170723818411,1.04,,1.04,1
131,206,206,Taunton Water Treatment Facility,4/30/2021,Lagoon 2A/2B/2C Composite,PFUnA,0.254170723818411,1.05,,1.05,1
132,38,38,"Concord, NH WWTF",3/19/2021,,PFUnA,0.254170723818411,1.06,,1.06,1
133,193,193,Rousselot,3/11/2021,A51157,PFUnA,0.254170723818411,1.07,,1.07,1
134,118,118,Nashua WWTF,2/26/2021,Duplicate,PFUnA,0.127879187852466,6.2,1.1,1.1,1
135,31,31,Cascades Paper Mill,12/11/2020,Primary,PFUnA,0.254170723818411,6.1,1.1,1.1,1
136,25,25,Bridgewater Sewer,1/27/2021,Primary,PFUnA,0.474057606652889,5.9,1.1,1.1,1
137,194,194,Rousselot,3/11/2021,A51158,PFUnA,0.254170723818411,1.14,,1.14,1
138,5,5,Amesbury WTP,6/16/2021,A53246,PFUnA,0.254170723818411,1.16,,1.16,1
139,117,117,Nashua WWTF,2/26/2021,Primary,PFUnA,0.164637945105151,6.7,1.2,1.2,1
140,204,204,RMI-RMF,3/31/2021,Primary,PFUnA,1.2,0.74,0.13,0.13,0
141,62,62,Greater Lawrence Sanitary District,9/29/2020,SYNAGRO BIOSOLIDS PELLET,PFUnA,1.2,0.42,0.076,0.076,0
142,26,26,Bridgewater Sewer,1/27/2021,Duplicate,PFUnA,0.382690083069841,6.4,1.2,1.2,1
143,6,6,Amesbury WTP,6/16/2021,A53247,PFUnA,0.258652705813518,1.22,,1.22,1
144,100,100,"Merrimack, NH WWTF",3/19/2021,,PFUnA,1.23,0.491,,0.491,0
145,123,123,Newburyport,8/4/2021,A54269,PFUnA,0.260903747746715,1.27,,1.27,1
146,201,201,Rousselot Peabody,5/12/2021,A52441,PFUnA,0.260903747746715,1.34,,1.34,1
147,139,139,Rockport WTP,9/14/2020,Duplicate,PFUnA,0.260903747746715,1.37,,1.37,1
148,75,75,Hawk Ridge Compost,10/23/2020,Compost 1,PFUnA,1.4,0.58,0.11,0.11,0
149,3,3,Amesbury WTP,3/3/2021,Primary,PFUnA,0.260903747746715,1.4,,1.4,1
150,200,200,Rousselot Peabody,5/12/2021,A52440,PFUnA,0.263110997567628,1.41,,1.41,1
151,4,4,Amesbury WTP,3/3/2021,Duplicate,PFUnA,0.263110997567628,1.42,,1.42,1
152,132,132,Resource Management Inc,11/16/2020,Primary,PFUnA,0.169025004213276,9.0,1.6,1.6,1
153,133,133,Resource Management Inc,11/16/2020,Duplicate,PFUnA,0.401118306459356,9.1,1.6,1.6,1
154,14,14,Barnhardt,3/23/2021,Duplicate,PFUnA,0.263110997567628,1.62,,1.62,1
155,13,13,Barnhardt,3/23/2021,Primary,PFUnA,0.263110997567628,1.63,,1.63,1
156,44,44,"EarthSource, Inc.",10/30/2020,,PFUnA,0.263110997567628,1.72,,1.72,1
157,84,84,Hoosac Water Quality District,6/2/2021,Final Compost,PFUnA,1.74,0.418,,0.418,0
158,86,86,Hoosac Water Quality District,6/2/2021,"Field
Blank",PFUnA,0.265235385540532,1.8,,1.8,1
159,195,195,Rousselot,3/11/2021,A51160,PFUnA,0.265235385540532,1.81,,1.81,1
160,154,154,Somerset Water & Sewer Dept,4/26/2021,Primary ,PFUnA,1.9,4.6,0.82,0.82,0
161,81,81,Hoosac Water Quality District,12/9/2020,,PFUnA,1.92,1.69,,1.69,0
162,138,138,Rockport WTP,9/14/2020,PRIMARY SAMPLE,PFUnA,0.269476524628659,2.0,,2.0,1
163,85,85,Hoosac Water Quality District,6/2/2021,"Final Compost
Duplicate",PFUnA,2.0,1.55,,1.55,0
164,155,155,Somerset Water & Sewer Dept,4/26/2021,Duplicate,PFUnA,2.0,3.7,0.66,0.66,0
165,160,160,Soundview Vermont Holdings,5/14/2021,,PFUnA,2.05,,,,0
166,159,159,Soundview Vermont Holdings,3/1/2021,SVH Duplicate,PFUnA,2.1,4.9,0.89,0.89,0
167,157,157,Soundview Vermont Holdings,12/9/2020,,PFUnA,2.1,0.49,0.088,0.088,0
168,145,145,Salem Beverly NW Sample,2/12/2021,,PFUnA,0.27591440099984,6.4,2.1,2.1,1
169,83,83,Hoosac Water Quality District,3/3/2021,"Final Compost
Duplicate",PFUnA,2.1,0.443,,0.443,0
170,15,15,Barnhardt,6/8/2021,Primary,PFUnA,0.282455450905575,2.12,,2.12,1
171,16,16,Barnhardt,6/8/2021,Duplicate,PFUnA,0.282455450905575,2.15,,2.15,1
172,202,202,Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,PFUnA,2.2,6.1,1.1,1.1,0
173,80,80,Hoosac Water Quality District,9/15/2020, ,PFUnA,2.2,,,,0
174,82,82,Hoosac Water Quality District,3/3/2021,Final Compost,PFUnA,2.22,0.424,,0.424,0
175,79,79,Hoosac Water Quality District,5/1/2020,,PFUnA,0.139056876671391,2.3,,2.3,1
176,148,148,Salem Beverly SE Sample,2/12/2021,,PFUnA,0.289065092403741,6.9,2.3,2.3,1
177,156,156,Soundview Vermont Holdings,12/9/2020,,PFUnA,2.3,0.54,0.096,0.096,0
178,143,143,Salem & Beverly Water Supply,10/6/2020,,PFUnA,0.590319563808135,2.3,,2.3,1
179,97,97,"Merrimack, NH WWTF",9/17/2020, ,PFUnA,2.31,,,,0
180,88,88,Ipswich Compost,9/25/2020, ,PFUnA,2.36,,,,0
181,61,61,Greater Lawrence Sanitary District,9/29/2020,,PFUnA,0.29570938274992,2.55,,2.55,1
182,116,116,MWRA,3/11/2021,Duplicate,PFUnA,0.29570938274992,2.57,,2.57,1
183,115,115,MWRA,3/11/2021,Primary,PFUnA,0.29570938274992,2.59,,2.59,1
184,1,1,Amesbury WTP,12/2/2020,A49324,PFUnA,0.184416950108448,2.6,,2.6,1
185,0,0,Amesbury WTP,9/9/2020, ,PFUnA,0.472860290705964,2.6,,2.6,1
186,2,2,Amesbury WTP,12/2/2020,A49325,PFUnA,0.29570938274992,2.65,,2.65,1
187,18,18,Braintree Water and Sewer,10/29/2020,,PFUnA,0.29570938274992,15.0,2.7,2.7,1
188,129,129,Ocean Spray Middleborough,3/12/2021,Duplicate,PFUnA,0.29570938274992,2.75,,2.75,1
189,158,158,Soundview Vermont Holdings,3/1/2021,Primary,PFUnA,2.8,4.8,0.87,0.87,0
190,203,203,Hawk Ridge Compost Facility,3/2/2021,HRCF1-B,PFUnA,2.9,5.7,1.0,1.0,0
191,22,22,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFUnA,1.55,17.0,3.1,3.1,1
192,20,20,Braintree Water and Sewer,3/3/2021,,PFUnA,1.55,17.0,3.1,3.1,1
193,190,190,Rousselot,3/11/2021,A51146,PFUnA,1.63,3.26,,3.26,1
194,189,189,Rousselot,3/11/2021,A51145,PFUnA,1.645,3.29,,3.29,1
195,9,9,Barnhardt,9/3/2020,,PFUnA,1.645,3.29,,3.29,1
196,10,10,Barnhardt,9/3/2020,,PFUnA,1.675,3.35,,3.35,1
197,17,17,Braintree Water and Sewer,10/29/2020,,PFUnA,1.85,20.0,3.7,3.7,1
198,185,185,Weymouth Water Dpt,4/14/2021,North Field Primary,PFUnA,2.06,4.12,,4.12,1
199,128,128,Ocean Spray Middleborough,3/12/2021,Primary,PFUnA,2.105,4.21,,4.21,1
200,19,19,Braintree Water and Sewer,3/3/2021,,PFUnA,2.15,24.0,4.3,4.3,1
201,21,21,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFUnA,2.15,24.0,4.3,4.3,1
202,11,11,Barnhardt,10/14/2020,,PFUnA,2.3,4.6,,4.6,1
203,12,12,Barnhardt,10/14/2020,,PFUnA,2.32,4.64,,4.64,1
204,142,142,Rouselott,10/19/2020,,PFUnA,3.135,6.27,,6.27,1
205,196,196,Rousselot Peabody,5/12/2021,A52427,PFUnA,3.485,6.97,,6.97,1
206,186,186,Weymouth Water Dpt,4/14/2021,North Field Duplicate,PFUnA,3.64,7.28,,7.28,1
207,197,197,Rousselot Peabody,5/12/2021,A52428,PFUnA,4.89,9.78,,9.78,1
208,36,36,"Concord, NH WWTF",9/2/2020, ,PFUnA,5.6,11.2,,11.2,1
209,188,188,Weymouth Water Dpt,7/22/2021,AJB NORTH FIELD DUPLICATE,PFUnA,5.6,11.2,,11.2,1
210,187,187,Weymouth Water Dpt,7/22/2021,AJB NORTH,PFUnA,5.65,11.3,,11.3,1
211,131,131,"Ocean Spray Receiving Station, Carver, MA",10/30/2020,,PFUnA,12.4,24.8,,24.8,1
