GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,sum_disposal_sites,response,county,places,sum_firestations,ALL OTHER CONVERTED PAPER PRODUCT MANUFACTURING,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ARTIFICIAL & SYNTHETIC FIBERS & FILAMENTS MFG,BROADWOVEN FABRIC MILLS,CARPET & RUG MILLS,CORRUGATED & SOLID FIBER BOX MANUFACTURING,CURTAIN & LINEN MILLS,FABRIC COATING MILLS,FIBER YARN & THREAD MILLS,FOLDING PAPERBOARD BOX MANUFACTURING,HOSIERY & SOCK MILLS,KNIT FABRIC MILLS,MEN'S & BOY'S CUT & SEW APPAREL MANUFACTURING,NARROW FABRIC MILLS & SCHIFFLI MACHINE EMBROIDERY,NONWOVEN FABRIC MILLS,OTHER APPAREL KNITTING MILLS,OTHER CUT & SEW APPAREL MANUFACTURING,OTHER PAPERBOARD CONTAINER MANUFACTURING,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,PLASTICS MATERIAL & RESIN MANUFACTURING,ROPE CORDAGE TWINE TIRE CORD & TIRE FABRIC MILLS,SANITARY PAPER PRODUCT MANUFACTURING,STATIONERY PRODUCT MANUFACTURING,TEXTILE & FABRIC FINISHING MILLS,TEXTILE BAG & CANVAS MILLS,WOMEN'S GIRLS' & INFANTS' CUT & SEW APPAREL MFG,sum_industrial_sites,pop_density_acs_2018,sum_airports,sum_army_bases,sum_highways,AGRICULTURAL,COMMERCIAL,EXEMPT,FOREST,INDUSTRIAL,MULTIPLE-USE,OPEN-SPACE,RECREATIONAL,RESIDENTIAL
250056317004,Block Group 4,6448897,80040,+41.9202118,-071.2331155,0.0,0,25005,2500563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.3142278439243,0.0,0.0,0.14843488397192006,1.1495419213406732,0.21886168811744647,36.49400113448746,0.0,4.001624565427415,5.842049061339872,0.0,1.6011169024022294,50.6928047268849
250056134002,Block Group 2,1851837,47235,+41.8908605,-071.1225477,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.8404163001387,0.0,0.0,0.09667156580897858,0.0,9.844187365217948,26.880974853986416,0.0,0.0,0.4509939113077068,0.0,0.0,62.82384386948793
250056461032,Block Group 2,13032298,1354003,+41.6213001,-071.0944519,0.0,0,25005,2500564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.32621123304574,0.0,0.0,0.2918498342361617,3.669029892387643,2.328179023870249,5.688500716333509,0.0,0.1067193036499323,20.550169890496427,0.0,0.0,67.65740117326224
250056541002,Block Group 2,1983870,18633,+41.6721399,-070.8992438,0.0,0,25005,2500565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0002842928217,0.0,0.0,0.06007590555448837,0.0,3.0368055012323527,6.774914931880407,0.0,62.533678204096574,0.4731499281816408,0.0,0.0,27.181451434609027
250056451011,Block Group 1,2133600,702426,+41.7274738,-071.2350685,0.0,0,25005,2500564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.4963254593175,0.0,0.0,0.07061063714541203,0.0,0.42317864395292243,9.193511126248005,0.9549405031541955,0.0,8.24080609715475,0.0,0.0,81.18756362949013
250056171013,Block Group 3,24577374,1424905,+41.7649999,-071.0558583,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.8148007594302,0.0,0.0,0.6018494840400823,0.01124813334037648,0.9172594769691981,59.31520888600215,1.246441821894601,6.353722279827127,1.8592362084734242,0.0,0.0,30.29688319349314
250056151001,Block Group 1,2269208,58140,+41.8594479,-071.1312671,0.0,0,25005,2500561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1049.6043200975848,0.0,0.0,0.10380446526376294,5.637751175752701,0.8166147302675562,3.6060890533630388,0.0,9.72561482764058,0.0,0.0,0.0,80.21393021297611
250056311007,Block Group 7,845438,86776,+41.9005681,-071.3769360,0.0,0,25005,2500563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.4517681958937,0.0,0.0,0.08732773147020988,0.0,7.195006916519731,3.5638418897341975,0.0,12.117607411977009,0.17525977480660176,0.0,0.0,76.94828400696247
250056522003,Block Group 3,397305,0,+41.6241891,-070.9487870,0.0,0,25005,2500565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5473.527994865406,0.0,0.0,0.06882513173947018,0.0,0.9260801580975029,40.146272505668065,0.0,0.0,0.0,0.0,0.0,58.927647336234436
250056554001,Block Group 1,1234244,437894,+41.6294436,-070.8986611,0.0,0,25005,2500565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.101827515467,0.0,0.0,0.13343844648923675,0.0,2.7968506784862077,25.805450554022393,0.0,5.250707726220342,2.5809131745838765,0.0,0.0,63.56607786668717
250056141022,Block Group 2,7960252,89185,+41.8643361,-071.0319675,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0232658463576,0.0,0.0,0.40675719217383055,8.05827931367969,12.998333684897952,22.13807824520428,0.0,2.811090082436411,2.0077155710642764,0.0,0.0,51.98650310271739
250056552004,Block Group 4,572325,157602,+41.6513185,-070.9112860,0.0,0,25005,2500565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.497020049797,0.0,0.0,0.07194792650015149,0.0,0.30805583713524787,12.287501942398611,0.0,0.0,0.0,0.0,0.0,87.40444222046614
250056122003,Block Group 3,14934157,156595,+41.9135976,-071.0096616,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0936305946161,0.0,0.0,0.5523186159207748,5.096073894646576,5.939510777446503,2.357115518543468,0.7846156340595567,0.5165112299724013,5.66783335685247,0.0,0.0,79.63833958847903
250056171021,Block Group 1,19371151,327660,+41.7600468,-070.9799085,0.0,0,25005,2500561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.5140176234236,0.0,0.0,0.4448990312489876,10.350188693625654,2.2583799236769826,12.616901569993441,6.15231639084222,6.604342853285328,16.63762400240774,0.0,0.0,45.38024656616864
250056171012,Block Group 2,12655230,11929,+41.7757075,-070.9974206,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.1391390753072,0.0,0.0,0.11563227593999427,2.4733071707595244,0.7507085642170902,60.74857541627531,0.0,3.039385118111945,4.6736232086623835,0.0,0.0,28.314400521973738
250056311006,Block Group 6,949432,5704,+41.9112872,-071.3787590,0.0,0,25005,2500563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3708.404772537686,0.0,0.0,0.08573050238803216,0.0,0.0,2.8438461680840987,0.0,1.4537833055544669,0.0,0.0,0.0,95.70237052636143
250056302002,Block Group 2,3134938,56542,+41.9842039,-071.2825632,0.0,0,25005,2500563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.1803295631366,0.0,0.0,0.20249531305947802,0.0,5.400929016566023,29.462084595548056,0.0,1.9356440113758964,0.4288316289576693,0.0,0.0,62.77251074755236
250056112023,Block Group 3,6608946,878349,+41.9766863,-071.2225924,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.5622580363041,0.0,0.0,0.12142915145249522,0.0,12.325883494785952,22.145170197691186,0.36397986008315675,1.2649011722412082,0.9292924630443348,0.0,0.8529629414561188,62.11780987069804
250056133001,Block Group 1,2202221,13360,+41.9091120,-071.1183464,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.4510246700945,0.0,0.0,0.09547913236894695,0.0,2.2655309109072737,16.59550763115633,0.0,0.0,1.1886650623058193,0.0,0.0,79.95029639563059
250056532033,Block Group 3,1188164,1528,+41.6088824,-070.9503165,0.0,0,25005,2500565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.5558500341704,0.0,0.0,0.082257642541813,0.0,7.51635126846883,6.941624830407746,0.0,0.0,0.8445141527152599,0.0,0.0,84.69750974840817
250056531014,Block Group 4,3325310,772,+41.6466865,-070.9991584,0.0,0,25005,2500565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.033220060686,0.0,0.0,0.25278904541260555,0.0,43.04426953423427,5.7613723949852655,0.0,0.0,3.2564975760797545,0.0,0.0,47.93786049470071
