,index,Facility,Sample Collection Date,Sample Field ID,Acronym,Result_val,RL,MDL,limit,Result_val_cen
119,119,City of Newburyport WTP,5/5/2021,A52308,PFBS,0.385,0.385,,0.385,1
198,198,Rousselot Peabody,5/12/2021,A52429,PFBS,0.392,0.392,,0.392,1
199,199,Rousselot Peabody,5/12/2021,A52432,PFBS,0.394,0.394,,0.394,1
173,173,"Waste Options Nantucket, LLC",5/13/2021,FC051321,PFBS,0.4,0.25,0.032,0.032,0
107,107,Montague WPCF,3/16/2021,Duplicate,PFBS,0.42,3.3,0.42,0.42,1
47,47,Eresco (Erving),7/31/2019,,PFBS,0.42,0.42,,0.42,1
174,174,"Waste Options Nantucket, LLC",5/13/2021,FC051321 DUP,PFBS,0.43,0.26,0.032,0.032,0
106,106,Montague WPCF,3/16/2021,Primary,PFBS,0.44,3.5,0.44,0.44,1
48,48,Eresco (Erving),5/19/2020,,PFBS,0.44,0.44,,0.44,1
191,191,Rousselot,3/11/2021,A51149,PFBS,0.458,0.458,,0.458,1
170,170,"Waste Options Nantucket, LLC",10/28/2020,,PFBS,0.46,,,,0
114,114,MWRA,12/22/2020,Duplicate,PFBS,0.46,0.46,,0.46,1
49,49,Eresco (Erving),9/22/2020,Primary,PFBS,0.47,0.47,,0.47,1
179,179,Weymouth Water Dpt,2/8/2021,Lagoon A Primary,PFBS,0.47,3.0,0.47,0.47,1
192,192,Rousselot,3/11/2021,A51151,PFBS,0.474,0.474,,0.474,1
27,27,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost,PFBS,0.49,0.4,0.051,0.051,0
113,113,MWRA,12/22/2020,Primary,PFBS,0.5,0.5,,0.5,1
112,112,MWRA,9/14/2020,Duplicate,PFBS,0.5,0.5,,0.5,1
122,122,Newburyport,8/4/2021,A54268,PFBS,0.505,0.505,,0.505,1
109,109,MWRA,3/11/2020,,PFBS,0.506,0.506,,0.506,1
110,110,MWRA,9/14/2020, ,PFBS,0.51,0.51,,0.51,1
180,180,Weymouth Water Dpt,2/8/2021,Lagoon A Duplicate,PFBS,0.51,3.25,0.51,0.51,1
111,111,MWRA,9/14/2020,Primary,PFBS,0.51,0.51,,0.51,1
37,37,"Concord, NH WWTF",3/1/2021,Dewatered sludge cake,PFBS,0.512,0.512,,0.512,1
38,38,"Concord, NH WWTF",3/19/2021,,PFBS,0.528,0.528,,0.528,1
62,62,Greater Lawrence Sanitary District,9/29/2020,SYNAGRO BIOSOLIDS PELLET,PFBS,0.53,4.2,0.53,0.53,1
206,206,Taunton Water Treatment Facility,4/30/2021,Lagoon 2A/2B/2C Composite,PFBS,0.53,0.53,,0.53,1
193,193,Rousselot,3/11/2021,A51157,PFBS,0.537,0.537,,0.537,1
121,121,Newburyport,11/3/2020,,PFBS,0.54,0.54,,0.54,1
52,52,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFBS,0.56,4.5,0.56,0.56,1
194,194,Rousselot,3/11/2021,A51158,PFBS,0.571,0.571,,0.571,1
5,5,Amesbury WTP,6/16/2021,A53246,PFBS,0.579,0.579,,0.579,1
53,53,Eresco (Erving),12/15/2020,DUPLICATE SAMPLE,PFBS,0.59,4.7,0.59,0.59,1
40,40,Dartmouth WWTF,10/27/2020,Primary,PFBS,0.599,2.04,0.599,0.599,1
158,158,Soundview Vermont Holdings,3/1/2021,Primary,PFBS,0.6,4.8,0.6,0.6,1
41,41,Dartmouth WWTF,10/27/2020,Duplicate,PFBS,0.608,2.06,0.608,0.608,1
29,29,"Bristol RI, WPCF",10/14/2020,,PFBS,0.61,,,,0
6,6,Amesbury WTP,6/16/2021,A53247,PFBS,0.611,0.611,,0.611,1
159,159,Soundview Vermont Holdings,3/1/2021,SVH Duplicate,PFBS,0.62,4.9,0.62,0.62,1
105,105,Montague WPCF,10/26/2020,1 DUPLICATE,PFBS,0.63,5.1,0.63,0.63,1
123,123,Newburyport,8/4/2021,A54269,PFBS,0.635,0.635,,0.635,1
32,32,Cascades Paper Mill,12/11/2020,Duplicate,PFBS,0.65,5.2,0.65,0.65,1
201,201,Rousselot Peabody,5/12/2021,A52441,PFBS,0.67,0.67,,0.67,1
33,33,Cascades Paper Mill,3/1/2021,Primary,PFBS,0.67,5.3,0.67,0.67,1
104,104,Montague WPCF,10/26/2020,1,PFBS,0.7,5.6,0.7,0.7,1
3,3,Amesbury WTP,3/3/2021,Primary,PFBS,0.701,0.701,,0.701,1
200,200,Rousselot Peabody,5/12/2021,A52440,PFBS,0.706,0.706,,0.706,1
4,4,Amesbury WTP,3/3/2021,Duplicate,PFBS,0.709,0.709,,0.709,1
34,34,Cascades Paper Mill,3/1/2021,Duplicate,PFBS,0.71,5.7,0.71,0.71,1
25,25,Bridgewater Sewer,1/27/2021,Primary,PFBS,0.74,5.9,0.74,0.74,1
146,146,Salem Beverly NW Sample,5/19/2021,,PFBS,0.75,0.75,,0.75,1
169,169,"Southbridge, MA",5/11/2021,,PFBS,0.75,0.75,,0.75,1
102,102,Middleborough ,10/30/2020,,PFBS,0.75,0.75,,0.75,1
101,101,"Merrimack, NH WWTF",6/2/2021,?,PFBS,0.75,0.75,,0.75,1
127,127,Ocean Spray Middleborough ,10/30/2020,,PFBS,0.75,0.75,,0.75,1
149,149,Salem Beverly SE Sample,5/19/2021,,PFBS,0.75,0.75,,0.75,1
39,39,"Concord, NH WWTF",6/1/2021,,PFBS,0.75,0.75,,0.75,1
130,130,Ocean Spray Middleborough,3/26/2021,,PFBS,0.75,0.75,,0.75,1
31,31,Cascades Paper Mill,12/11/2020,Primary,PFBS,0.77,6.1,0.77,0.77,1
118,118,Nashua WWTF,2/26/2021,Duplicate,PFBS,0.77,6.2,0.77,0.77,1
26,26,Bridgewater Sewer,1/27/2021,Duplicate,PFBS,0.8,6.4,0.8,0.8,1
14,14,Barnhardt,3/23/2021,Duplicate,PFBS,0.81,0.81,,0.81,1
13,13,Barnhardt,3/23/2021,Primary,PFBS,0.815,0.815,,0.815,1
117,117,Nashua WWTF,2/26/2021,Primary,PFBS,0.83,6.7,0.83,0.83,1
182,182,Weymouth Water Dpt,2/8/2021,Lagoon B Duplicate,PFBS,0.84,5.4,0.84,0.84,1
181,181,Weymouth Water Dpt,2/8/2021,Lagoon B Primary,PFBS,0.85,5.45,0.85,0.85,1
108,108,MWRA,3/25/2019,,PFBS,0.893,0.893,,0.893,1
54,54,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFBS,0.9,4.5,0.9,0.9,1
24,24,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids DUP,PFBS,0.94,3.5,0.44,0.44,0
51,51,Eresco (Erving),9/22/2020,Primary,PFBS,0.94,4.7,0.94,0.94,1
35,35,"Concord, NH WWTF",3/11/2020,,PFBS,1.04,1.04,,1.04,1
15,15,Barnhardt,6/8/2021,Primary,PFBS,1.06,1.06,,1.06,1
164,164,"Southbridge, MA",12/4/2020,Duplicate,PFBS,1.06,,,,0
16,16,Barnhardt,6/8/2021,Duplicate,PFBS,1.07,1.07,,1.07,1
133,133,Resource Management Inc,11/16/2020,Duplicate,PFBS,1.1,9.1,1.1,1.1,1
132,132,Resource Management Inc,11/16/2020,Primary,PFBS,1.1,9.0,1.1,1.1,1
91,91,Ipswich Compost,3/22/2021,Primary,PFBS,1.14,0.231,,0.231,0
93,93,Ipswich Compost,3/22/2021,Primary,PFBS,1.14,0.231,,0.231,0
23,23,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids,PFBS,1.2,3.6,0.45,0.45,0
163,163,"Southbridge, MA",12/4/2020,Primary sample,PFBS,1.24,,,,0
162,162,Southbridge WWTF,9/25/2020,,PFBS,1.27,,,,0
166,166,"Southbridge, MA",2/11/2021,Duplicate,PFBS,1.32,0.229,,0.229,0
139,139,Rockport WTP,9/14/2020,Duplicate,PFBS,1.37,1.37,,1.37,1
129,129,Ocean Spray Middleborough,3/12/2021,Duplicate,PFBS,1.38,1.38,,1.38,1
165,165,"Southbridge, MA",2/11/2021,Primary,PFBS,1.39,0.234,,0.234,0
94,94,Ipswich Compost,3/22/2021,Duplicate,PFBS,1.49,0.243,,0.243,0
92,92,Ipswich Compost,3/22/2021,Duplicate,PFBS,1.49,0.243,,0.243,0
88,88,Ipswich Compost,9/25/2020, ,PFBS,1.6,,,,0
28,28,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost Duplicate,PFBS,1.6,0.49,0.061,0.061,0
190,190,Rousselot,3/11/2021,A51146,PFBS,1.63,1.63,,1.63,1
189,189,Rousselot,3/11/2021,A51145,PFBS,1.65,1.65,,1.65,1
44,44,"EarthSource, Inc.",10/30/2020,,PFBS,1.72,1.72,,1.72,1
87,87,Ipswich Compost,4/16/2020,,PFBS,1.74,,,,0
86,86,Hoosac Water Quality District,6/2/2021,"Field
Blank",PFBS,1.8,1.8,,1.8,1
89,89,Ipswich Compost,12/30/2020,Primary,PFBS,1.8,0.318,,0.318,0
195,195,Rousselot,3/11/2021,A51160,PFBS,1.81,1.81,,1.81,1
18,18,Braintree Water and Sewer,10/29/2020,,PFBS,1.9,15.0,1.9,1.9,1
43,43,Dartmouth WWTF,4/26/2021,Duplicate,PFBS,1.98,0.161,0.486,0.161,0
138,138,Rockport WTP,9/14/2020,PRIMARY SAMPLE,PFBS,2.0,2.0,,2.0,1
185,185,Weymouth Water Dpt,4/14/2021,North Field Primary,PFBS,2.06,2.06,,2.06,1
128,128,Ocean Spray Middleborough,3/12/2021,Primary,PFBS,2.1,2.1,,2.1,1
90,90,Ipswich Compost,12/30/2020,Duplicate,PFBS,2.12,0.306,,0.306,0
20,20,Braintree Water and Sewer,3/3/2021,,PFBS,2.2,17.0,2.2,2.2,1
22,22,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFBS,2.2,17.0,2.2,2.2,1
95,95,Ipswich Compost,6/4/2021,Ipswich Compost,PFBS,2.34,,,,0
17,17,Braintree Water and Sewer,10/29/2020,,PFBS,2.5,20.0,2.5,2.5,1
61,61,Greater Lawrence Sanitary District,9/29/2020,,PFBS,2.55,2.55,,2.55,1
1,1,Amesbury WTP,12/2/2020,A49324,PFBS,2.6,2.6,,2.6,1
0,0,Amesbury WTP,9/9/2020, ,PFBS,2.6,2.6,,2.6,1
168,168,"Southbridge, MA",5/11/2021,,PFBS,2.63,0.75,,0.75,0
2,2,Amesbury WTP,12/2/2020,A49325,PFBS,2.65,2.65,,2.65,1
167,167,"Southbridge, MA",5/11/2021,,PFBS,2.71,0.75,,0.75,0
19,19,Braintree Water and Sewer,3/3/2021,,PFBS,3.0,24.0,3.0,3.0,1
7,7,Barnhardt,6/2/2020,,PFBS,3.09,3.09,,3.09,1
8,8,Barnhardt,6/2/2020,,PFBS,3.2,3.2,,3.2,1
9,9,Barnhardt,9/3/2020,,PFBS,3.29,3.29,,3.29,1
10,10,Barnhardt,9/3/2020,,PFBS,3.35,3.35,,3.35,1
196,196,Rousselot Peabody,5/12/2021,A52427,PFBS,3.48,3.48,,3.48,1
186,186,Weymouth Water Dpt,4/14/2021,North Field Duplicate,PFBS,3.64,3.64,,3.64,1
145,145,Salem Beverly NW Sample,2/12/2021,,PFBS,4.2,21.0,4.2,4.2,1
99,99,"Merrimack, NH WWTF",9/17/2020,Duplicate,PFBS,4.2,,,,0
148,148,Salem Beverly SE Sample,2/12/2021,,PFBS,4.6,23.0,4.6,4.6,1
11,11,Barnhardt,10/14/2020,,PFBS,4.6,4.6,,4.6,1
12,12,Barnhardt,10/14/2020,,PFBS,4.64,4.64,,4.64,1
197,197,Rousselot Peabody,5/12/2021,A52428,PFBS,4.89,4.89,,4.89,1
98,98,"Merrimack, NH WWTF",9/17/2020,PRIMARY SAMPLE,PFBS,4.96,,,,0
21,21,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFBS,5.2,24.0,3.0,3.0,0
188,188,Weymouth Water Dpt,7/22/2021,AJB NORTH FIELD DUPLICATE,PFBS,5.61,5.61,,5.61,1
187,187,Weymouth Water Dpt,7/22/2021,AJB NORTH,PFBS,5.66,5.66,,5.66,1
142,142,Rouselott,10/19/2020,,PFBS,6.27,6.27,,6.27,1
151,151,Somerset Water & Sewer Dept,10/27/2020,Duplicate,PFBS,7.1,2.2,0.27,0.27,0
147,147,Salem Beverly SE Sample,10/6/2020,,PFBS,7.5,7.5,,7.5,1
100,100,"Merrimack, NH WWTF",3/19/2021,,PFBS,7.54,0.25,,0.25,0
143,143,Salem & Beverly Water Supply,10/6/2020,,PFBS,7.6,7.6,,7.6,1
150,150,Somerset Water & Sewer Dept,10/27/2020,Primary,PFBS,8.8,2.3,0.28,0.28,0
36,36,"Concord, NH WWTF",9/2/2020, ,PFBS,11.2,11.2,,11.2,1
96,96,"Merrimack, NH WWTF",3/6/2020,,PFBS,12.5,,,,0
97,97,"Merrimack, NH WWTF",9/17/2020, ,PFBS,14.0,,,,0
144,144,Salem Beverly NW Sample,10/6/2020,,PFBS,15.0,15.0,,15.0,1
84,84,Hoosac Water Quality District,6/2/2021,Final Compost,PFBS,19.4,0.209,,0.209,0
85,85,Hoosac Water Quality District,6/2/2021,"Final Compost
Duplicate",PFBS,19.6,0.776,,0.776,0
131,131,"Ocean Spray Receiving Station, Carver, MA",10/30/2020,,PFBS,24.8,24.8,,24.8,1
81,81,Hoosac Water Quality District,12/9/2020,,PFBS,30.2,1.69,,1.69,0
80,80,Hoosac Water Quality District,9/15/2020, ,PFBS,31.8,,,,0
152,152,Somerset Water & Sewer Dept,1/19/2021,Primary,PFBS,32.0,3.3,0.42,0.42,0
76,76,Hawk Ridge Compost,10/23/2020,Compost 2,PFBS,33.0,5.4,0.68,0.68,0
82,82,Hoosac Water Quality District,3/3/2021,Final Compost,PFBS,35.8,0.212,,0.212,0
83,83,Hoosac Water Quality District,3/3/2021,"Final Compost
Duplicate",PFBS,36.6,0.221,,0.221,0
155,155,Somerset Water & Sewer Dept,4/26/2021,Duplicate,PFBS,37.0,3.7,0.46,0.46,0
153,153,Somerset Water & Sewer Dept,1/19/2021,Duplicate,PFBS,37.0,3.4,0.42,0.42,0
79,79,Hoosac Water Quality District,5/1/2020,,PFBS,38.4,,,,0
154,154,Somerset Water & Sewer Dept,4/26/2021,Primary ,PFBS,39.0,4.6,0.57,0.57,0
75,75,Hawk Ridge Compost,10/23/2020,Compost 1,PFBS,47.0,5.8,1.2,1.2,0
203,203,Hawk Ridge Compost Facility,3/2/2021,HRCF1-B,PFBS,52.0,5.7,0.71,0.71,0
202,202,Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,PFBS,56.0,6.1,0.77,0.77,0
77,77,Hawk Ridge Compost Facility,5/2/2021,HRCF051221,PFBS,65.0,4.7,0.59,0.59,0
78,78,Hawk Ridge Compost Facility,5/2/2021,HRCF 051221-DUP,PFBS,78.0,5.8,0.73,0.73,0
