,index,Facility,Sample Collection Date,Sample Field ID,Acronym,Result_val,RL,MDL,limit,Result_val_cen
69,69,Greater Lawrence Sanitary District,3/25/2021,Synagro Pellets,PFDoA,0.56,1.0,0.35,0.35,0
57,57,Eresco (Erving),6/23/2021,PRIMARY SAMPLE,PFDoA,0.56,0.44,0.15,0.15,0
55,55,Eresco (Erving),3/23/2021,Primary,PFDoA,0.59,0.45,0.15,0.15,0
65,65,Greater Lawrence Sanitary District,14-Dec-20,PELLET SPLIT,PFDoA,0.6,0.52,0.04,0.04,0
72,72,Greater Lawrence Sanitary District,6/15/2021,Synagro Pellets-DUP,PFDoA,0.61,0.2,0.07,0.07,0
56,56,Eresco (Erving),3/23/2021,Duplicate,PFDoA,0.63,0.46,0.16,0.16,0
167,167,"Southbridge, MA",5/11/2021,,PFDoA,0.63,,,,0
89,89,Ipswich Compost,12/30/2020,Primary,PFDoA,0.635,0.635,,0.635,1
40,40,Dartmouth WWTF,10/27/2020,Primary,PFDoA,0.712,0.509,0.138,0.138,0
165,165,"Southbridge, MA",2/11/2021,Primary,PFDoA,0.716,0.467,,0.467,0
120,120,City of Newburyport WTP,5/5/2021,A52309,PFDoA,0.722,0.722,,0.722,1
125,125,North Chelmsford Water District,3/10/2021,Primary,PFDoA,0.73,2.2,0.73,0.73,1
134,134,Resource Management Inc RMF,10/6/2020,Primary,PFDoA,0.73,2.2,0.73,0.73,1
162,162,Southbridge WWTF,9/25/2020,,PFDoA,0.77,0.77,,0.77,1
119,119,City of Newburyport WTP,5/5/2021,A52308,PFDoA,0.77,0.77,,0.77,1
198,198,Rousselot Peabody,5/12/2021,A52429,PFDoA,0.784,0.784,,0.784,1
199,199,Rousselot Peabody,5/12/2021,A52432,PFDoA,0.787,0.787,,0.787,1
168,168,"Southbridge, MA",5/11/2021,,PFDoA,0.8,,,,0
90,90,Ipswich Compost,12/30/2020,Duplicate,PFDoA,0.835,0.611,,0.611,0
166,166,"Southbridge, MA",2/11/2021,Duplicate,PFDoA,0.839,0.458,,0.458,0
179,179,Weymouth Water Dpt,2/8/2021,Lagoon A Primary,PFDoA,0.84,6.01,0.84,0.84,1
135,135,Resource Management Inc RMF,10/6/2020,Duplicate,PFDoA,0.84,2.5,0.84,0.84,1
126,126,North Chelmsford Water District,3/10/2021,Duplicate,PFDoA,0.88,2.6,0.88,0.88,1
111,111,MWRA,9/14/2020,Primary,PFDoA,0.88,0.51,,0.51,0
110,110,MWRA,9/14/2020, ,PFDoA,0.883,,,,0
112,112,MWRA,9/14/2020,Duplicate,PFDoA,0.9,0.5,,0.5,0
29,29,"Bristol RI, WPCF",10/14/2020,,PFDoA,0.9,,,,0
180,180,Weymouth Water Dpt,2/8/2021,Lagoon A Duplicate,PFDoA,0.91,6.5,0.91,0.91,1
191,191,Rousselot,3/11/2021,A51149,PFDoA,0.916,0.916,,0.916,1
114,114,MWRA,12/22/2020,Duplicate,PFDoA,0.92,0.92,,0.92,1
42,42,Dartmouth WWTF,4/26/2021,Primary,PFDoA,0.936,1.71,0.628,0.628,0
192,192,Rousselot,3/11/2021,A51151,PFDoA,0.947,0.947,,0.947,1
99,99,"Merrimack, NH WWTF",9/17/2020,Duplicate,PFDoA,0.961,0.961,,0.961,1
164,164,"Southbridge, MA",12/4/2020,Duplicate,PFDoA,0.97,0.97,,0.97,1
98,98,"Merrimack, NH WWTF",9/17/2020,PRIMARY SAMPLE,PFDoA,0.982,0.982,,0.982,1
122,122,Newburyport,8/4/2021,A54268,PFDoA,1.01,1.01,,1.01,1
113,113,MWRA,12/22/2020,Primary,PFDoA,1.02,1.0,,1.0,0
88,88,Ipswich Compost,9/25/2020, ,PFDoA,1.02,,,,0
37,37,"Concord, NH WWTF",3/1/2021,Dewatered sludge cake,PFDoA,1.02,1.02,,1.02,1
163,163,"Southbridge, MA",12/4/2020,Primary sample,PFDoA,1.03,1.03,,1.03,1
35,35,"Concord, NH WWTF",3/11/2020,,PFDoA,1.04,1.04,,1.04,1
206,206,Taunton Water Treatment Facility,4/30/2021,Lagoon 2A/2B/2C Composite,PFDoA,1.05,1.05,,1.05,1
108,108,MWRA,3/25/2019,,PFDoA,1.06,,,,0
38,38,"Concord, NH WWTF",3/19/2021,,PFDoA,1.06,1.06,,1.06,1
193,193,Rousselot,3/11/2021,A51157,PFDoA,1.07,1.07,,1.07,1
41,41,Dartmouth WWTF,10/27/2020,Duplicate,PFDoA,1.08,0.499,0.135,0.135,0
107,107,Montague WPCF,3/16/2021,Duplicate,PFDoA,1.1,3.3,1.1,1.1,1
63,63,Greater Lawrence Sanitary District,12/14/2020,Quarterly Pellet Sample,PFDoA,1.1,0.21,0.069,0.069,0
194,194,Rousselot,3/11/2021,A51158,PFDoA,1.14,1.14,,1.14,1
5,5,Amesbury WTP,6/16/2021,A53246,PFDoA,1.16,1.16,,1.16,1
23,23,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids,PFDoA,1.2,3.6,1.2,1.2,1
24,24,Bridgewater Sewer,12/3/2020,(PFAS) Compost Type 1 Biosolids DUP,PFDoA,1.2,3.5,1.2,1.2,1
27,27,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost,PFDoA,1.2,0.4,0.14,0.14,0
106,106,Montague WPCF,3/16/2021,Primary,PFDoA,1.2,3.5,1.2,1.2,1
28,28,Bridgewater Sewer,4/28/2021,Type1 Biosolids-Compost Duplicate,PFDoA,1.2,0.49,0.16,0.16,0
204,204,RMI-RMF,3/31/2021,Primary,PFDoA,1.2,0.74,0.25,0.25,0
6,6,Amesbury WTP,6/16/2021,A53247,PFDoA,1.22,1.22,,1.22,1
96,96,"Merrimack, NH WWTF",3/6/2020,,PFDoA,1.22,,,,0
123,123,Newburyport,8/4/2021,A54269,PFDoA,1.27,1.27,,1.27,1
201,201,Rousselot Peabody,5/12/2021,A52441,PFDoA,1.34,1.34,,1.34,1
139,139,Rockport WTP,9/14/2020,Duplicate,PFDoA,1.37,1.37,,1.37,1
100,100,"Merrimack, NH WWTF",3/19/2021,,PFDoA,1.39,0.491,,0.491,0
62,62,Greater Lawrence Sanitary District,9/29/2020,SYNAGRO BIOSOLIDS PELLET,PFDoA,1.4,4.2,1.4,1.4,1
3,3,Amesbury WTP,3/3/2021,Primary,PFDoA,1.4,1.4,,1.4,1
200,200,Rousselot Peabody,5/12/2021,A52440,PFDoA,1.41,1.41,,1.41,1
4,4,Amesbury WTP,3/3/2021,Duplicate,PFDoA,1.42,1.42,,1.42,1
52,52,Eresco (Erving),12/15/2020,PRIMARY SAMPLE,PFDoA,1.5,4.5,1.5,1.5,1
182,182,Weymouth Water Dpt,2/8/2021,Lagoon B Duplicate,PFDoA,1.51,10.8,1.51,1.51,1
181,181,Weymouth Water Dpt,2/8/2021,Lagoon B Primary,PFDoA,1.53,10.9,1.53,1.53,1
53,53,Eresco (Erving),12/15/2020,DUPLICATE SAMPLE,PFDoA,1.6,4.7,1.6,1.6,1
77,77,Hawk Ridge Compost Facility,5/2/2021,HRCF051221,PFDoA,1.6,4.7,1.6,1.6,1
14,14,Barnhardt,3/23/2021,Duplicate,PFDoA,1.62,1.62,,1.62,1
13,13,Barnhardt,3/23/2021,Primary,PFDoA,1.63,1.63,,1.63,1
159,159,Soundview Vermont Holdings,3/1/2021,SVH Duplicate,PFDoA,1.7,4.9,1.7,1.7,1
105,105,Montague WPCF,10/26/2020,1 DUPLICATE,PFDoA,1.7,5.1,1.7,1.7,1
32,32,Cascades Paper Mill,12/11/2020,Duplicate,PFDoA,1.7,5.2,1.7,1.7,1
44,44,"EarthSource, Inc.",10/30/2020,,PFDoA,1.72,1.72,,1.72,1
76,76,Hawk Ridge Compost,10/23/2020,Compost 2,PFDoA,1.8,5.4,1.8,1.8,1
33,33,Cascades Paper Mill,3/1/2021,Primary,PFDoA,1.8,5.3,1.8,1.8,1
86,86,Hoosac Water Quality District,6/2/2021,"Field
Blank",PFDoA,1.8,1.8,,1.8,1
157,157,Soundview Vermont Holdings,12/9/2020,,PFDoA,1.8,0.49,0.16,0.16,0
195,195,Rousselot,3/11/2021,A51160,PFDoA,1.81,1.81,,1.81,1
97,97,"Merrimack, NH WWTF",9/17/2020, ,PFDoA,1.84,,,,0
34,34,Cascades Paper Mill,3/1/2021,Duplicate,PFDoA,1.9,5.7,1.9,1.9,1
78,78,Hawk Ridge Compost Facility,5/2/2021,HRCF 051221-DUP,PFDoA,1.9,5.8,1.9,1.9,1
104,104,Montague WPCF,10/26/2020,1,PFDoA,1.9,5.6,1.9,1.9,1
160,160,Soundview Vermont Holdings,5/14/2021,,PFDoA,1.94,,,,0
25,25,Bridgewater Sewer,1/27/2021,Primary,PFDoA,2.0,5.9,2.0,2.0,1
156,156,Soundview Vermont Holdings,12/9/2020,,PFDoA,2.0,0.54,0.18,0.18,0
138,138,Rockport WTP,9/14/2020,PRIMARY SAMPLE,PFDoA,2.0,2.0,,2.0,1
31,31,Cascades Paper Mill,12/11/2020,Primary,PFDoA,2.1,6.1,2.1,2.1,1
26,26,Bridgewater Sewer,1/27/2021,Duplicate,PFDoA,2.1,6.4,2.1,2.1,1
118,118,Nashua WWTF,2/26/2021,Duplicate,PFDoA,2.1,6.2,2.1,2.1,1
145,145,Salem Beverly NW Sample,2/12/2021,,PFDoA,2.1,6.4,2.1,2.1,1
16,16,Barnhardt,6/8/2021,Duplicate,PFDoA,2.15,2.15,,2.15,1
117,117,Nashua WWTF,2/26/2021,Primary,PFDoA,2.2,6.7,2.2,2.2,1
143,143,Salem & Beverly Water Supply,10/6/2020,,PFDoA,2.3,2.3,,2.3,1
158,158,Soundview Vermont Holdings,3/1/2021,Primary,PFDoA,2.3,4.8,1.6,1.6,0
148,148,Salem Beverly SE Sample,2/12/2021,,PFDoA,2.3,6.9,2.3,2.3,1
147,147,Salem Beverly SE Sample,10/6/2020,,PFDoA,2.3,2.3,,2.3,1
61,61,Greater Lawrence Sanitary District,9/29/2020,,PFDoA,2.55,2.55,,2.55,1
1,1,Amesbury WTP,12/2/2020,A49324,PFDoA,2.6,2.6,,2.6,1
75,75,Hawk Ridge Compost,10/23/2020,Compost 1,PFDoA,2.6,0.58,0.2,0.2,0
0,0,Amesbury WTP,9/9/2020, ,PFDoA,2.6,2.6,,2.6,1
2,2,Amesbury WTP,12/2/2020,A49325,PFDoA,2.65,2.65,,2.65,1
129,129,Ocean Spray Middleborough,3/12/2021,Duplicate,PFDoA,2.75,2.75,,2.75,1
15,15,Barnhardt,6/8/2021,Primary,PFDoA,2.86,2.12,,2.12,0
151,151,Somerset Water & Sewer Dept,10/27/2020,Duplicate,PFDoA,2.9,2.2,0.72,0.72,0
132,132,Resource Management Inc,11/16/2020,Primary,PFDoA,3.0,9.0,3.0,3.0,1
133,133,Resource Management Inc,11/16/2020,Duplicate,PFDoA,3.0,9.1,3.0,3.0,1
190,190,Rousselot,3/11/2021,A51146,PFDoA,3.26,3.26,,3.26,1
189,189,Rousselot,3/11/2021,A51145,PFDoA,3.29,3.29,,3.29,1
9,9,Barnhardt,9/3/2020,,PFDoA,3.29,3.29,,3.29,1
10,10,Barnhardt,9/3/2020,,PFDoA,3.35,3.35,,3.35,1
154,154,Somerset Water & Sewer Dept,4/26/2021,Primary ,PFDoA,3.4,4.6,1.5,1.5,0
84,84,Hoosac Water Quality District,6/2/2021,Final Compost,PFDoA,3.6,0.418,,0.418,0
81,81,Hoosac Water Quality District,12/9/2020,,PFDoA,3.79,1.69,,1.69,0
155,155,Somerset Water & Sewer Dept,4/26/2021,Duplicate,PFDoA,3.8,3.7,1.2,1.2,0
79,79,Hoosac Water Quality District,5/1/2020,,PFDoA,3.88,,,,0
150,150,Somerset Water & Sewer Dept,10/27/2020,Primary,PFDoA,3.9,2.3,0.76,0.76,0
83,83,Hoosac Water Quality District,3/3/2021,"Final Compost
Duplicate",PFDoA,3.93,0.443,,0.443,0
185,185,Weymouth Water Dpt,4/14/2021,North Field Primary,PFDoA,4.12,4.12,,4.12,1
80,80,Hoosac Water Quality District,9/15/2020, ,PFDoA,4.13,,,,0
82,82,Hoosac Water Quality District,3/3/2021,Final Compost,PFDoA,4.16,0.424,,0.424,0
128,128,Ocean Spray Middleborough,3/12/2021,Primary,PFDoA,4.21,4.21,,4.21,1
144,144,Salem Beverly NW Sample,10/6/2020,,PFDoA,4.4,4.4,,4.4,1
85,85,Hoosac Water Quality District,6/2/2021,"Final Compost
Duplicate",PFDoA,4.45,1.55,,1.55,0
11,11,Barnhardt,10/14/2020,,PFDoA,4.6,4.6,,4.6,1
12,12,Barnhardt,10/14/2020,,PFDoA,4.64,4.64,,4.64,1
202,202,Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,PFDoA,4.9,6.1,2.1,2.1,0
203,203,Hawk Ridge Compost Facility,3/2/2021,HRCF1-B,PFDoA,4.9,5.7,1.9,1.9,0
18,18,Braintree Water and Sewer,10/29/2020,,PFDoA,5.1,15.0,5.1,5.1,1
22,22,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFDoA,5.8,17.0,5.8,5.8,1
20,20,Braintree Water and Sewer,3/3/2021,,PFDoA,5.8,17.0,5.8,5.8,1
142,142,Rouselott,10/19/2020,,PFDoA,6.27,6.27,,6.27,1
152,152,Somerset Water & Sewer Dept,1/19/2021,Primary,PFDoA,6.4,3.3,1.1,1.1,0
17,17,Braintree Water and Sewer,10/29/2020,,PFDoA,6.8,20.0,6.8,6.8,1
196,196,Rousselot Peabody,5/12/2021,A52427,PFDoA,6.97,6.97,,6.97,1
186,186,Weymouth Water Dpt,4/14/2021,North Field Duplicate,PFDoA,7.28,7.28,,7.28,1
21,21,Braintree Water and Sewer,3/3/2021,PFAS BIOSOLIDS NorthLagoon,PFDoA,8.1,24.0,8.1,8.1,1
19,19,Braintree Water and Sewer,3/3/2021,,PFDoA,8.1,24.0,8.1,8.1,1
153,153,Somerset Water & Sewer Dept,1/19/2021,Duplicate,PFDoA,8.9,3.4,1.1,1.1,0
197,197,Rousselot Peabody,5/12/2021,A52428,PFDoA,9.78,9.78,,9.78,1
36,36,"Concord, NH WWTF",9/2/2020, ,PFDoA,11.2,11.2,,11.2,1
188,188,Weymouth Water Dpt,7/22/2021,AJB NORTH FIELD DUPLICATE,PFDoA,11.2,11.2,,11.2,1
187,187,Weymouth Water Dpt,7/22/2021,AJB NORTH,PFDoA,11.3,11.3,,11.3,1
116,116,MWRA,3/11/2021,Duplicate,PFDoA,12.8,12.8,,12.8,1
115,115,MWRA,3/11/2021,Primary,PFDoA,13.0,13.0,,13.0,1
131,131,"Ocean Spray Receiving Station, Carver, MA",10/30/2020,,PFDoA,24.8,24.8,,24.8,1
